PANEL;PANEL TG2 N1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Element ID;modbus:1_mb_WHr_I;zigbee:1_zd_WHr_I;zigbee:3_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:9_zd_WHr_I;zigbee:10_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:63_zd_WHr_I;zigbee:65_zd_WHr_I;zigbee:67_zd_WHr_I;zigbee:68_zd_WHr_I;zigbee:69_zd_WHr_I;zigbee:71_zd_WHr_I;zigbee:73_zd_WHr_I;zigbee:66_zd_WHr_I;zigbee:21_zd_WHr_I;modbus:1_mb_VARHr_I;modbus:1_mb_VARHr_O;zigbee:73_zd_VARHr_I;zigbee:73_zd_VARHr_O;zigbee:71_zd_VARHr_I;zigbee:71_zd_VARHr_O;zigbee:10_zd_VARHr_I;zigbee:10_zd_VARHr_O;zigbee:34_zd_VARHr_I;zigbee:34_zd_VARHr_O
2025/10/17 07:30:00;;5155068;445602;2892624;0;560426;5929222;574166;3972101;536904;0;187185;264673;243154;34368;0;0;72314;75507;2074739;0;0;0;0;16971;0;587558;2256936;2079695;894786;1114503;0;1437238;13313346;14806;;;19222;101070;0;0;1;1509559;0;0
2025/10/17 07:40:00;;5156005;445602;2892630;0;560493;5930422;574186;3972199;536924;0;187246;264727;243167;34368;0;0;72357;75507;2074914;0;0;0;0;16971;0;587738;2256952;2079712;894799;1114512;0;1437613;13314483;14810;;;19222;101106;0;0;1;1509992;0;0
2025/10/17 07:50:00;;5156943;445602;2892635;0;560559;5931622;574251;3972298;536943;0;187310;264782;243222;34368;0;0;72484;75507;2075089;0;0;0;0;16971;0;587920;2256968;2079728;894811;1114521;0;1437998;13315243;14815;;;19223;101133;0;0;1;1510316;0;0
2025/10/17 08:00:00;;5157880;445602;2892641;0;560626;5933256;574339;3972560;536965;0;187579;264836;243308;34372;0;0;72600;75507;2075265;0;0;0;0;16971;0;588102;2256984;2079745;894824;1114530;0;1438498;13317045;14820;;;19223;101161;0;0;1;1510642;0;0
2025/10/17 08:10:00;;5158817;445602;2892647;0;560693;5934512;574682;3973579;537235;0;187680;264891;243484;34380;0;0;72716;75507;2075441;0;0;0;0;16971;0;588286;2257000;2079762;894836;1114538;0;1438881;13318413;14825;;;19223;101198;0;0;1;1511083;0;0
2025/10/17 08:20:00;;5159757;445602;2892653;0;560760;5935771;574868;3974587;537365;0;187754;264938;243624;34380;0;0;72832;75507;2075618;0;0;0;0;17000;0;588470;2257016;2079779;894849;1114547;0;1439263;13320047;14829;;;19223;101226;0;0;1;1511412;0;0
2025/10/17 08:30:00;;5160697;445602;2892659;0;560827;5937423;575201;3975588;537624;0;187912;264999;243781;34413;0;0;72948;75507;2075794;0;0;0;0;17030;0;588653;2257032;2079796;894861;1114555;0;1439779;13322232;14834;;;19223;101257;0;0;1;1511740;0;0
2025/10/17 08:40:00;;5161637;445602;2892665;0;560893;5938646;575446;3976586;537818;0;188042;265047;243898;34480;0;0;73061;75507;2075970;0;0;0;0;17053;0;588837;2257048;2079813;894874;1114563;0;1440190;13323905;14839;;;19223;101300;0;0;1;1512173;0;0
2025/10/17 08:50:00;;5162576;445602;2892671;0;561010;5939859;575696;3977584;537989;0;188185;265108;244042;34507;0;0;73223;75507;2076146;0;0;0;0;17053;0;589022;2257064;2079830;894887;1114571;0;1440693;13325643;14843;;;19223;101327;0;0;1;1512498;0;0
2025/10/17 09:00:00;;5163559;445602;2892677;0;561146;5941474;575946;3978456;538212;0;188248;265156;244193;34520;0;0;73338;75507;2076322;0;0;0;0;17053;0;589208;2257187;2080024;894899;1114580;0;1441464;13327828;14848;;;19225;101356;0;0;1;1512823;0;0
2025/10/17 09:10:00;;5164649;445602;2892683;0;561452;5942692;576190;3979627;538385;0;188354;265217;244305;34539;0;0;73453;75507;2076848;0;0;0;0;17053;0;589396;2257773;2080701;894912;1114588;0;1442013;13329619;14853;;;19226;101393;0;0;1;1513257;0;0
2025/10/17 09:20:00;;5165756;445602;2892689;0;561930;5943913;576331;3980680;538491;0;188484;265271;244431;34544;0;0;73606;75507;2077609;0;0;0;0;17053;0;589582;2258280;2081375;894924;1114597;0;1442506;13330808;14857;;;19226;101422;0;0;1;1513582;0;0
2025/10/17 09:30:00;;5166861;445602;2892695;0;562603;5945542;576471;3981735;538568;0;188619;265325;244468;34548;0;0;73772;75507;2078273;0;0;0;0;17053;0;589770;2258930;2082137;894935;1114605;0;1443157;13333788;14861;;;19228;101451;0;0;1;1513906;0;0
2025/10/17 09:40:00;;5167961;445602;2892700;0;563078;5946763;576603;3982795;538641;0;188718;265380;244623;34549;0;0;73938;75507;2079120;0;0;0;0;17053;0;589958;2259509;2083258;894950;1114613;0;1443659;13335643;14862;;;19228;101487;0;0;1;1514230;0;0
2025/10/17 09:50:00;;5169057;445602;2892707;0;563295;5948003;576687;3983852;538664;0;188830;265434;244767;34555;0;0;74103;75507;2079879;0;0;0;0;17053;0;590171;2260089;2084120;894962;1115051;0;1444182;13337502;14862;;;19228;101517;0;0;1;1514663;0;0
2025/10/17 10:00:00;;5170247;445602;2893240;0;563529;5949639;576771;3984905;538687;0;188916;265489;244852;34559;0;0;74212;75507;2080658;0;0;0;0;17053;0;590484;2260669;2084936;895035;1115528;0;1444867;13339214;14862;;;19228;101546;0;0;1;1514985;0;0
2025/10/17 10:10:00;;5171520;445602;2893837;0;563747;5950865;576854;3985965;538710;0;189028;265543;244983;34564;0;0;74322;75507;2081675;0;0;0;0;17053;0;590810;2261246;2085780;895436;1116197;0;1445394;13341991;14862;;;19228;101586;0;0;1;1515417;0;0
2025/10/17 10:20:00;;5172794;445602;2894622;0;563960;5952090;576938;3987017;538733;0;189111;265599;245023;34568;0;0;74432;75507;2082090;0;0;0;0;17055;0;591138;2261823;2086678;895863;1116927;0;1445921;13344515;14862;;;19228;101614;0;0;1;1515742;0;0
2025/10/17 10:30:00;;5174062;445602;2895509;0;564161;5953704;577022;3988070;538756;0;189217;265664;245125;34571;0;0;74542;75507;2082504;0;0;0;0;17056;0;591465;2262400;2087522;896294;1117552;0;1446570;13348118;14862;;;19228;101646;0;0;1;1516065;0;0
2025/10/17 10:40:00;;5175333;445602;2895641;0;564363;5954938;577105;3989122;538779;0;189297;265728;245269;34571;0;0;74664;75507;2082917;0;0;0;0;17056;0;591792;2262977;2088366;896718;1118160;0;1447104;13351169;14862;;;19230;101682;0;0;1;1516498;0;0
2025/10/17 10:50:00;;5176602;445602;2895705;0;564565;5956177;577189;3990175;538801;0;189401;265793;245374;34571;0;0;74803;75507;2083333;0;0;0;0;17056;0;592118;2263556;2089262;897143;1118768;0;1447634;13354073;14862;;;19237;101705;0;0;1;1516822;0;0
2025/10/17 11:00:00;;5177876;445602;2895777;0;564768;5957835;577320;3991229;538825;0;189485;265858;245527;34571;0;0;74950;75507;2083747;0;0;0;0;17056;0;592444;2264135;2090113;897577;1119379;0;1448451;13357895;14862;;;19253;101723;0;0;1;1517155;0;0
2025/10/17 11:10:00;;5179151;445602;2895833;0;564969;5959081;577454;3992282;538848;0;189596;265923;245684;34571;0;0;75098;75507;2084160;0;0;0;0;17056;0;592768;2264712;2090960;898010;1119987;0;1448985;13360624;14862;;;19254;101759;0;0;1;1517604;0;0
2025/10/17 11:20:00;;5180432;445602;2895905;0;565170;5960323;577594;3993336;538871;0;189664;265987;245794;34575;0;0;75245;75507;2084574;0;0;0;0;17056;0;593094;2265289;2091838;898444;1120456;0;1449509;13363384;14862;;;19254;101789;0;0;1;1517828;0;0
2025/10/17 11:30:00;;5181711;445602;2895969;0;565374;5961963;577735;3994388;538894;0;189762;266050;245870;34589;0;0;75392;75507;2084987;0;0;0;0;17056;0;593419;2265953;2092708;898879;1120980;0;1450172;13367088;14862;;;19254;101821;0;0;1;1518274;0;0
2025/10/17 11:40:00;;5182984;445602;2896033;0;565577;5963187;577876;3995441;538917;0;189806;266112;245985;34594;0;0;75531;75507;2085400;0;0;0;0;17056;0;593744;2267051;2093553;899317;1121446;0;1450705;13369850;14862;;;19254;101868;0;0;1;1518720;0;0
2025/10/17 11:50:00;;5184259;445602;2896097;0;565777;5964416;578019;3996495;538941;0;189950;266175;246186;34597;0;0;75666;75507;2085812;0;0;0;0;17056;0;594069;2268032;2094401;899755;1121913;0;1451221;13372643;14863;;;19254;101903;0;0;1;1519055;0;0
2025/10/17 12:00:00;;5185536;445602;2896161;0;565980;5966057;578161;3997550;538964;0;190029;266236;246302;34598;0;0;75802;75507;2086225;0;0;0;0;17056;0;594393;2268799;2095304;900193;1122378;0;1451834;13374511;14863;;;19254;101942;0;0;1;1519390;0;0
2025/10/17 12:10:00;;5186811;445602;2896225;0;566186;5967299;578303;3998610;538987;0;190226;266297;246422;34598;0;0;75938;75507;2086638;0;0;0;0;17056;0;594721;2269501;2096151;900630;1122844;0;1452273;13378163;14863;;;19254;101993;0;0;1;1519839;0;0
2025/10/17 12:20:00;;5188087;445602;2896289;0;566438;5968542;578445;3999676;539010;0;190374;266358;246512;34598;0;0;76074;75507;2087050;0;0;0;0;17056;0;595046;2270207;2096999;901013;1123310;0;1452710;13381243;14863;;;19254;102031;0;0;1;1520177;0;0
2025/10/17 12:30:00;;5189363;445602;2896353;0;566660;5970180;578587;4000739;539033;0;190461;266418;246653;34601;0;0;76209;75507;2087462;0;0;0;0;17056;0;595369;2270969;2097903;901504;1123776;0;1453268;13384747;14863;;;19254;102068;0;0;1;1520514;0;0
2025/10/17 12:40:00;;5190640;445602;2896416;0;566876;5971426;578729;4001799;539057;0;190575;266477;246769;34602;0;0;76346;75507;2087875;0;0;0;0;17056;0;595693;2271677;2098754;901940;1124242;0;1453677;13386497;14863;;;19254;102115;0;0;1;1520966;0;0
2025/10/17 12:50:00;;5191914;445602;2896480;0;567097;5972669;578871;4002857;539080;0;190687;266538;246905;34602;0;0;76483;75507;2088288;0;0;0;0;17056;0;596017;2272385;2099603;902375;1124708;0;1454084;13390216;14863;;;19254;102151;0;0;1;1521306;0;0
2025/10/17 13:00:00;;5193191;445602;2896544;0;567379;5974332;579014;4003915;539103;0;190782;266596;246929;34617;0;0;76618;75507;2088702;0;0;0;0;17056;0;596340;2273145;2100508;902808;1125174;0;1454624;13393955;14863;;;19254;102186;0;0;1;1521646;0;0
2025/10/17 13:10:00;;5194468;445602;2896607;0;567675;5975570;579280;4004970;539214;0;190904;266654;247081;34631;0;0;76754;75507;2089115;0;0;0;0;17056;0;596664;2273859;2101359;903241;1125639;0;1455033;13396931;14863;;;19254;102235;0;0;1;1522100;0;0
2025/10/17 13:20:00;;5195745;445602;2896670;0;568229;5976788;579617;4006025;539467;0;191010;266711;247187;34643;0;0;76889;75507;2089528;0;0;0;0;17056;0;596987;2274568;2102210;903621;1126106;0;1455446;13399868;14863;;;19254;102271;0;0;1;1522439;0;0
2025/10/17 13:30:00;;5197021;445602;2896734;0;569028;5978413;579953;4007079;539630;0;191091;266768;247340;34655;0;0;77025;75507;2089939;0;0;0;0;17056;0;597309;2275293;2103109;904107;1126572;0;1455992;13403440;14863;;;19254;102307;0;0;1;1522778;0;0
2025/10/17 13:40:00;;5198299;445602;2896797;0;569786;5979631;580413;4008132;540098;0;191203;266823;247417;34657;0;0;77161;75507;2090300;0;0;0;0;17056;0;597632;2276040;2103960;904540;1127038;0;1456399;13405430;14863;;;19254;102355;0;0;1;1523231;0;0
2025/10/17 13:50:00;;5199576;445602;2896860;0;570435;5980864;580797;4009180;540458;0;191318;266877;247543;34660;0;0;77250;75507;2090766;0;0;0;0;17056;0;597955;2276750;2104808;904973;1127504;0;1456812;13409275;14863;;;19254;102393;0;0;1;1523572;0;0
2025/10/17 14:00:00;;5200851;445602;2896923;0;570716;5982516;581184;4010230;540835;0;191432;266931;247638;34663;0;0;77334;75507;2091185;0;0;0;0;17056;0;598315;2277458;2105681;905406;1127970;0;1457368;13412199;14863;;;19254;102430;0;0;1;1523908;0;0
2025/10/17 14:10:00;;5202125;445602;2896986;0;570939;5983764;581572;4011283;541219;0;191547;266985;247733;34667;0;0;77421;75507;2091600;0;0;0;0;17056;0;598719;2278221;2106554;905840;1128436;0;1457786;13416166;14863;;;19254;102480;0;0;1;1524355;0;0
2025/10/17 14:20:00;;5203399;445602;2897049;0;571166;5985012;581962;4012339;541606;0;191663;267038;247880;34671;0;0;77506;75507;2092013;0;0;0;0;17056;0;599123;2278927;2107400;906273;1128901;0;1458202;13418497;14863;;;19254;102516;0;0;1;1524689;0;0
2025/10/17 14:30:00;;5204672;445602;2897112;0;571396;5986655;582352;4013393;541993;0;191751;267092;248014;34674;0;0;77594;75507;2092425;0;0;0;0;17056;0;599526;2279633;2108246;906706;1129367;0;1458768;13422095;14864;;;19254;102556;0;0;1;1525021;0;0
2025/10/17 14:40:00;;5205944;445602;2897485;0;571620;5987876;582743;4014446;542382;0;191862;267146;248105;34677;0;0;77684;75507;2092837;0;0;0;0;17056;0;599928;2280395;2109150;907140;1129833;0;1459210;13424815;14865;;;19254;102609;0;0;1;1525461;0;0
2025/10/17 14:50:00;;5207216;445602;2899722;0;571858;5988682;583134;4015496;542770;0;191977;267200;248211;34687;0;0;77796;75507;2093249;0;0;0;0;17056;0;600331;2281104;2110006;907573;1130587;0;1459685;13427779;14866;;;19254;102647;0;0;1;1525792;0;0
2025/10/17 15:00:00;;5208489;445602;2902137;0;572152;5990695;583525;4016547;543157;0;192090;267254;248349;34693;0;0;77888;75507;2093662;0;0;0;0;17056;0;600734;2281817;2110861;908006;1131495;0;1460284;13431764;14867;;;19254;102688;0;0;1;1526122;0;0
2025/10/17 15:10:00;;5209759;445602;2904388;0;572363;5991904;583912;4017598;543544;0;192205;267308;248454;34695;0;0;77989;75507;2094074;0;0;0;0;17057;0;601177;2282489;2111771;908439;1132392;0;1460737;13434379;14867;;;19254;102743;0;0;1;1526562;0;0
2025/10/17 15:20:00;;5211031;445602;2906569;0;572625;5993119;584345;4018649;543879;0;192319;267362;248580;34696;0;0;78087;75507;2094487;0;0;0;0;17061;0;601819;2283164;2112627;908873;1133289;0;1461186;13437169;14867;;;19254;102783;0;0;1;1526892;0;0
2025/10/17 15:30:00;;5212303;445602;2908504;0;572838;5994348;584734;4019698;544364;0;192449;267416;248689;34697;0;0;78242;75507;2094902;0;0;0;0;17063;0;602488;2283742;2113490;909307;1133994;0;1461780;13440752;14867;;;19254;102824;0;0;1;1527224;0;0
2025/10/17 15:40:00;;5213574;445602;2910502;0;573114;5995990;585212;4020784;544742;0;192565;267470;248783;34697;0;0;78532;75507;2095315;0;0;0;0;17066;0;603134;2284321;2114412;909740;1134460;0;1462230;13442448;14867;;;19254;102878;0;0;1;1527667;0;0
2025/10/17 15:50:00;;5214846;445602;2912490;0;573315;5997233;585766;4021837;545230;0;192640;267523;248912;34698;0;0;78823;75507;2095726;0;0;0;0;17069;0;603805;2284901;2115286;910173;1134926;0;1462654;13446075;14867;;;19254;102916;0;0;1;1527999;0;0
2025/10/17 16:00:00;;5216118;445602;2914457;0;573601;5998889;586331;4022894;545732;0;192749;267577;249050;34699;0;0;79119;75507;2096133;0;0;0;0;17071;0;604482;2285481;2116158;910606;1135392;0;1463228;13448781;14867;;;19254;102955;0;0;1;1528332;0;0
2025/10/17 16:10:00;;5217391;445602;2916311;0;573808;6000121;586888;4023948;546235;0;192915;267631;249137;34705;0;0;79417;75507;2096533;0;0;0;0;17073;0;605129;2286060;2117069;911038;1135858;0;1463663;13452333;14867;;;19254;103009;0;0;1;1528775;0;0
2025/10/17 16:20:00;;5218662;445602;2918195;0;574077;6001345;587347;4025008;546632;0;193022;267685;249261;34716;0;0;79715;75507;2096936;0;0;0;0;17073;0;605762;2286640;2117918;911831;1136325;0;1464105;13454577;14867;;;19254;103051;0;0;1;1529108;0;0
2025/10/17 16:30:00;;5219937;445602;2920079;0;574288;6002980;587833;4026072;547047;0;193144;267739;249376;34730;0;0;79934;75507;2097337;0;0;0;0;17073;0;606411;2287223;2118789;912935;1136791;0;1464735;13457556;14867;;;19254;103092;0;0;1;1529439;0;0
2025/10/17 16:40:00;;5221205;445602;2921947;0;574565;6004199;588226;4027133;547440;0;193269;267793;249545;34744;0;0;80121;75507;2097743;0;0;0;0;17073;0;606996;2287805;2119684;913720;1137256;0;1465211;13460667;14867;;;19254;103151;0;0;1;1529883;0;0
2025/10/17 16:50:00;;5222437;445602;2923816;0;574773;6005420;588510;4028191;547725;0;193365;267847;249716;34758;0;0;80309;75507;2098146;0;0;0;0;17073;0;607712;2288387;2120574;914234;1137722;0;1465686;13463111;14867;;;19254;103195;0;0;1;1530214;0;0
2025/10/17 17:00:00;;5223669;445602;2925685;0;575053;6007037;588783;4029248;547961;0;193481;267901;249934;34773;0;0;80499;75507;2098555;0;0;0;0;17073;0;608345;2288970;2121433;914747;1138188;0;1466315;13465705;14867;;;19254;103238;0;0;1;1530545;0;0
2025/10/17 17:10:00;;5224901;445602;2927546;0;575300;6008246;589085;4030305;548196;0;193601;267955;250112;34796;0;0;80687;75507;2098960;0;0;0;0;17073;0;608979;2289553;2122290;915258;1138654;0;1466798;13469574;14867;;;19254;103292;0;0;1;1530985;0;0
2025/10/17 17:20:00;;5226134;445602;2929399;0;575529;6009468;589409;4031357;548483;0;193707;268009;250221;34822;0;0;80875;75507;2099365;0;0;0;0;17073;0;609612;2290134;2123202;915771;1139121;0;1467269;13472551;14867;;;19254;103334;0;0;1;1531316;0;0
2025/10/17 17:30:00;;5227365;445602;2931256;0;575795;6011104;589657;4032411;548687;0;193828;268063;250360;34842;0;0;81038;75507;2099768;0;0;0;0;17073;0;610247;2290715;2124049;916504;1139589;0;1467890;13476426;14867;;;19254;103374;0;0;1;1531647;0;0
2025/10/17 17:40:00;;5228597;445602;2933119;0;576013;6012332;590070;4033465;548765;0;193933;268118;250520;34859;0;0;81075;75507;2100169;0;0;0;0;17073;0;610880;2291295;2124916;917606;1140059;0;1468356;13479347;14867;;;19254;103428;0;0;1;1532084;0;0
2025/10/17 17:50:00;;5229829;445602;2934975;0;576306;6013576;590343;4034516;548865;0;194029;268173;250576;34875;0;0;81075;75507;2100571;0;0;0;0;17073;0;611511;2291875;2125824;918705;1140528;0;1468819;13482290;14867;;;19254;103468;0;0;1;1532416;0;0
2025/10/17 18:00:00;;5231062;445602;2936839;0;576513;6015234;590595;4035567;548953;0;194108;268228;250597;34890;0;0;81075;75507;2100972;0;0;0;0;17073;0;612142;2292383;2126671;919801;1140997;0;1469438;13484242;14867;;;19254;103508;0;0;1;1532748;0;0
2025/10/17 18:10:00;;5232296;445602;2938701;0;576781;6016480;590877;4036619;549030;0;194194;268283;250740;34906;0;0;81075;75507;2101374;0;0;0;0;17073;0;612772;2293035;2127543;920899;1141467;0;1469902;13489020;14867;;;19254;103564;0;0;1;1533190;0;0
2025/10/17 18:20:00;;5233529;445602;2940247;0;576973;6017715;591132;4037670;549129;0;194329;268338;250932;34924;0;0;81075;75507;2101775;0;0;0;0;17073;0;613401;2293616;2128454;921481;1141936;0;1470365;13491973;14867;;;19254;103605;0;0;1;1533520;0;0
2025/10/17 18:30:00;;5234762;445602;2941663;0;577118;6019354;591398;4038718;549217;0;194438;268401;251047;34949;0;0;81075;75507;2102177;0;0;0;0;17073;0;614030;2294196;2129316;922376;1142403;0;1470983;13495701;14867;;;19254;103632;0;0;1;1533850;0;0
2025/10/17 18:40:00;;5235992;445602;2942646;0;577194;6020580;591720;4039768;549285;0;194505;268465;251172;34966;0;0;81075;75507;2102578;0;0;0;0;17073;0;614613;2294778;2130170;923469;1142869;0;1471443;13497305;14867;;;19254;103700;0;0;1;1534288;0;0
2025/10/17 18:50:00;;5237225;445602;2943620;0;577260;6021793;592020;4040819;549313;0;194615;268529;251307;34982;0;0;81075;75507;2102979;0;0;0;0;17073;0;615155;2295359;2131066;924560;1143335;0;1471906;13500930;14867;;;19254;103742;0;0;1;1534616;0;0
2025/10/17 19:00:00;;5238457;445602;2944577;0;577326;6023403;592345;4041868;549342;0;194743;268592;251532;34997;0;0;81075;75507;2103380;0;0;0;0;17073;0;615690;2295941;2131916;925653;1143800;0;1472527;13504448;14868;;;19254;103797;0;0;1;1534944;0;0
2025/10/17 19:10:00;;5239690;445602;2945532;0;577393;6024615;592666;4042925;549371;0;194834;268654;251684;35013;0;0;81075;75507;2103781;0;0;0;0;17073;0;616196;2296305;2132777;926742;1144267;0;1472996;13506908;14868;;;19254;103838;0;0;1;1535381;0;0
2025/10/17 19:20:00;;5240924;445602;2946486;0;577459;6025824;592977;4043998;549400;0;194898;268714;251844;35029;0;0;81075;75507;2104260;0;0;0;0;17073;0;616520;2297031;2133646;927830;1144733;0;1473460;13509619;14869;;;19254;103877;0;0;1;1535709;0;0
2025/10/17 19:30:00;;5242161;445602;2947437;0;577526;6027440;593349;4045069;549429;0;194988;268771;252018;35045;0;0;81075;75507;2105262;0;0;0;0;17073;0;616845;2297682;2134531;928484;1145199;0;1474049;13513348;14870;;;19254;103914;0;0;1;1536037;0;0
2025/10/17 19:40:00;;5243353;445602;2947853;0;577592;6028665;593659;4046137;549459;0;195078;268825;252142;35061;0;0;81075;75507;2106266;0;0;0;0;17073;0;617169;2298261;2135392;929000;1145665;0;1474490;13516102;14870;;;19254;103965;0;0;1;1536475;0;0
2025/10/17 19:50:00;;5244452;445602;2947859;0;577659;6029892;593970;4047204;549488;0;195167;268880;252313;35078;0;0;81075;75507;2107268;0;0;0;0;17073;0;617493;2298839;2136262;929514;1146132;0;1474934;13518877;14871;;;19254;104004;0;0;1;1536804;0;0
2025/10/17 20:00:00;;5245414;445602;2947865;0;577726;6031531;594300;4048269;549513;0;195237;268934;252398;35094;0;0;81075;75507;2108277;0;0;0;0;17073;0;617817;2299417;2137163;930030;1146540;0;1475526;13522547;14871;;;19254;104042;0;0;1;1537134;0;0
2025/10/17 20:10:00;;5246649;445602;2947871;0;577792;6032774;594608;4049333;549542;0;195287;268988;252538;35108;0;0;81075;75507;2109279;0;0;0;0;17073;0;618140;2299995;2138009;930544;1147065;0;1475949;13525350;14871;;;19254;104088;0;0;1;1537574;0;0
2025/10/17 20:20:00;;5247747;445602;2947877;0;577859;6034017;594925;4050392;549571;0;195417;269042;252610;35124;0;0;81075;75507;2110277;0;0;0;0;17073;0;618463;2300574;2138881;931058;1147550;0;1476363;13528103;14872;;;19254;104125;0;0;1;1537904;0;0
2025/10/17 20:30:00;;5248843;445602;2947883;0;577925;6035673;595212;4051451;549604;0;195488;269096;252710;35140;0;0;81075;75507;2111275;0;0;0;0;17073;0;618787;2301080;2139785;931570;1148016;0;1476909;13531345;14872;;;19254;104173;0;0;1;1538235;0;0
2025/10/17 20:40:00;;5249802;445602;2947889;0;577992;6036917;595512;4052511;549633;0;195565;269150;252825;35154;0;0;81075;75507;2112273;0;0;0;0;17073;0;619110;2301731;2140635;932082;1148502;0;1477318;13533517;14872;;;19254;104209;0;0;1;1538677;0;0
2025/10/17 20:50:00;;5251037;445602;2947895;0;578059;6038145;595818;4053566;549663;0;195663;269204;252947;35169;0;0;81075;75507;2113271;0;0;0;0;17073;0;619433;2302310;2141486;932593;1148968;0;1477725;13535831;14872;;;19254;104245;0;0;1;1539007;0;0
2025/10/17 21:00:00;;5252131;445602;2947901;0;578125;6039779;596140;4054626;549692;0;195750;269258;253066;35182;0;0;81075;75507;2114267;0;0;0;0;17073;0;619756;2302745;2142388;933104;1149464;0;1478274;13538987;14872;;;19254;104292;0;0;1;1539335;0;0
2025/10/17 21:10:00;;5253228;445602;2947907;0;578192;6040995;596378;4055684;549721;0;195841;269312;253288;35182;0;0;81075;75507;2115259;0;0;0;0;17073;0;620079;2303470;2143234;933597;1149872;0;1478684;13541783;14872;;;19254;104327;0;0;1;1539769;0;0
2025/10/17 21:20:00;;5254325;445602;2947913;0;578261;6042204;596619;4056742;549750;0;195959;269372;253451;35182;0;0;81075;75507;2116250;0;0;0;0;17073;0;620402;2304050;2144078;934153;1150397;0;1479093;13544364;14872;;;19254;104362;0;0;1;1540093;0;0
2025/10/17 21:30:00;;5255423;445602;2947919;0;578327;6043814;596826;4057799;549781;0;196071;269434;253604;35182;0;0;81075;75507;2117243;0;0;0;0;17073;0;620725;2304631;2144973;934588;1150864;0;1479636;13547139;14872;;;19254;104409;0;0;1;1540417;0;0
2025/10/17 21:40:00;;5256521;445602;2947925;0;578393;6045024;597032;4058855;549878;0;196170;269496;253810;35182;0;0;81075;75507;2118203;0;0;0;0;17073;0;621049;2305212;2145823;935023;1151330;0;1480041;13550760;14872;;;19254;104444;0;0;1;1540852;0;0
2025/10/17 21:50:00;;5257620;445602;2947931;0;578460;6046236;597215;4059911;549995;0;196257;269558;253946;35182;0;0;81075;75507;2119155;0;0;0;0;17073;0;621372;2305793;2146665;935457;1151797;0;1480449;13553644;14872;;;19254;104479;0;0;1;1541178;0;0
2025/10/17 22:00:00;;5258719;445602;2947937;0;578527;6047859;597379;4060961;550069;0;196333;269613;254039;35182;0;0;81075;75507;2120107;0;0;0;0;17073;0;621777;2306374;2147480;935890;1152264;0;1480989;13557676;14872;;;19254;104523;0;0;1;1541506;0;0
2025/10/17 22:10:00;;5259817;445602;2947943;0;578593;6049085;597422;4062014;550146;0;196403;269667;254139;35182;0;0;81105;75507;2121042;0;0;0;0;17073;0;622130;2306954;2147729;936325;1152368;0;1481392;13559680;14875;;;19254;104555;0;0;1;1541945;0;0
2025/10/17 22:20:00;;5260917;445602;2947949;0;578660;6050400;597445;4063067;550223;0;196472;269721;254202;35182;0;0;81290;75507;2121957;0;0;0;0;17073;0;622232;2307529;2147746;936743;1152377;0;1481795;13561517;14880;;;19254;104586;0;0;1;1542294;0;0
2025/10/17 22:30:00;;5262016;445602;2947955;0;578728;6052249;597468;4064120;550300;0;196538;269774;254271;35182;0;0;81474;75507;2122866;0;0;0;0;17073;0;622270;2307640;2147764;936761;1152385;0;1482332;13563998;14885;;;19254;104628;0;0;1;1542666;0;0
2025/10/17 22:40:00;;5262652;445602;2947961;0;578794;6053622;597481;4064370;550330;0;196605;269828;254325;35182;0;0;81659;75507;2123775;0;0;0;0;17073;0;622309;2307661;2147781;936773;1152394;0;1482735;13565796;14890;;;19254;104659;0;0;1;1543162;0;0
2025/10/17 22:50:00;;5262858;445602;2947967;0;578861;6055171;597491;4064526;550340;0;196670;269882;254419;35182;0;0;81841;75507;2123992;0;0;0;0;17073;0;622347;2307682;2147798;936786;1152402;0;1483138;13567629;14894;;;19254;104690;0;0;1;1543550;0;0
2025/10/17 23:00:00;;5263061;445602;2947973;0;578928;6056229;597502;4064682;550351;0;196735;269936;254487;35182;0;0;82023;75507;2124038;0;0;0;0;17073;0;622385;2307702;2147816;936799;1152410;0;1483675;13570004;14899;;;19254;104732;0;0;1;1543832;0;0
2025/10/17 23:10:00;;5263134;445602;2947979;0;578994;6056424;597513;4064788;550361;0;196797;269991;254549;35182;0;0;82206;75507;2124085;0;0;0;0;17073;0;622423;2307723;2147832;936811;1152419;0;1484079;13570586;14904;;;19254;104762;0;0;1;1544011;0;0
