PANEL;PANEL TG2 N2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Element ID;zigbee:1_zd_WHr_I;zigbee:2_zd_WHr_I;zigbee:3_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:5_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:7_zd_WHr_I;zigbee:8_zd_WHr_I;zigbee:9_zd_WHr_I;zigbee:10_zd_WHr_I;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:16_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:21_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:34_zd_WHr_I;modbus:1_mb_WHr_I;zigbee:32_zd_VARHr_I;zigbee:32_zd_VARHr_O;modbus:1_mb_VARHr_I;modbus:1_mb_VARHr_O;zigbee:11_zd_VARHr_I;zigbee:11_zd_VARHr_O;zigbee:12_zd_VARHr_I;zigbee:12_zd_VARHr_O;zigbee:30_zd_VARHr_I;zigbee:30_zd_VARHr_O;zigbee:33_zd_VARHr_I;zigbee:33_zd_VARHr_O;zigbee:4_zd_VARHr_I;zigbee:4_zd_VARHr_O;zigbee:31_zd_VARHr_I;zigbee:31_zd_VARHr_O
2025/10/19 10:40:00;0;0;12790;0;28147;13402;0;0;0;0;565316;0;0;0;0;0;0;0;0;0;0;156501;4148;0;0;0;0;0;0;0;0;1393113;1041712;0;4798780;287262;360058;89407;3831191;326311;404699;0;0;0;0;9887;94344;0;0;0;0
2025/10/19 10:50:00;0;0;12791;0;28147;13402;0;0;0;0;565408;0;0;0;0;0;0;0;0;0;0;156588;4164;0;0;0;0;0;0;0;0;1393491;1041922;0;4800206;287419;360154;89407;3832489;326476;404699;0;0;0;0;9887;94375;0;0;0;0
2025/10/19 11:00:00;0;0;12793;0;28147;13402;0;0;0;0;565599;0;0;0;0;0;0;0;0;0;0;156675;4179;0;0;0;0;0;0;0;0;1393792;1042111;0;4801748;287498;360226;89407;3833787;326688;404699;0;0;0;0;9887;94396;0;0;0;0
2025/10/19 11:10:00;0;0;12794;0;28147;13402;0;0;0;0;565694;0;0;0;0;0;0;0;0;0;0;156762;4195;0;0;0;0;0;0;0;0;1394287;1042316;0;4803345;287611;360281;89407;3835107;326871;404699;0;0;0;0;9887;94421;0;0;0;0
2025/10/19 11:20:00;0;0;12796;0;28147;13402;0;0;0;0;565786;0;0;0;0;0;0;0;0;0;0;156849;4212;0;0;0;0;0;0;0;0;1394580;1042613;0;4804916;287744;360369;89407;3836438;327036;404699;0;0;0;0;9887;94455;0;0;0;0
2025/10/19 11:30:00;0;0;12797;0;28147;13402;0;0;0;0;565853;0;0;0;0;0;0;0;0;0;0;156936;4229;0;0;0;0;0;0;0;0;1394873;1042855;0;4806423;287829;360435;89407;3837779;327264;404699;0;0;0;0;9887;94479;0;0;0;0
2025/10/19 11:40:00;0;0;12799;0;28147;13402;0;0;0;0;565994;0;0;0;0;0;0;0;0;0;0;157023;4245;0;0;0;0;0;0;0;0;1395368;1043090;0;4807950;287956;360495;89407;3839127;327421;404699;0;0;0;0;9887;94503;0;0;0;0
2025/10/19 11:50:00;0;0;12800;0;28147;13402;0;0;0;0;566115;0;0;0;0;0;0;0;0;0;0;157110;4262;0;0;0;0;0;0;0;0;1395662;1043387;0;4810505;288063;360591;89407;3840632;327579;404699;0;0;0;0;9887;94535;0;0;0;0
2025/10/19 12:00:00;0;0;12802;0;28147;13402;0;0;0;0;566203;0;0;0;0;0;0;0;0;0;0;157195;4278;0;0;0;0;0;0;0;0;1395959;1043614;0;4813563;288136;360661;89407;3842197;327813;404699;0;0;0;0;9887;94559;0;0;0;0
2025/10/19 12:10:00;0;0;12803;0;28147;13402;0;0;0;0;566340;0;0;0;0;0;0;0;0;0;0;157280;4297;0;0;0;0;0;0;0;0;1396502;1043865;0;4816600;288297;360713;89407;3843820;327962;404699;0;0;0;0;9887;94583;0;0;0;0
2025/10/19 12:20:00;0;0;12804;0;28147;13402;0;0;0;0;566446;0;0;0;0;0;0;0;0;0;0;157365;4314;0;0;0;0;0;0;0;0;1396799;1044162;0;4819864;288430;360809;89407;3845668;328143;404699;0;0;0;0;9887;94616;0;0;0;0
2025/10/19 12:30:00;0;0;12806;0;28147;13402;0;0;0;0;566741;0;0;0;0;0;0;0;0;0;0;157451;4332;0;0;0;0;0;0;0;0;1397135;1044385;0;4823091;288559;360862;89407;3847521;328224;404699;0;0;0;0;9887;94642;0;0;0;0
2025/10/19 12:40:00;0;0;12807;0;28147;13402;0;0;0;0;566875;0;0;0;0;0;0;0;0;0;0;157536;4351;0;0;0;0;0;0;0;0;1397588;1044637;0;4826215;288671;360930;89407;3849365;328398;404699;0;0;0;0;9887;94665;0;0;0;0
2025/10/19 12:50:00;0;0;12809;0;28147;13402;0;0;0;0;566983;0;0;0;0;0;0;0;0;0;0;157620;4368;0;0;0;0;0;0;0;0;1397908;1044704;0;4829315;288805;361020;89407;3851213;328559;404699;0;0;0;0;9887;94673;0;0;0;0
2025/10/19 13:00:00;0;0;12810;0;28147;13402;0;0;0;0;567108;0;0;0;0;0;0;0;0;0;0;157705;4386;0;0;0;0;0;0;0;0;1398286;1044713;0;4832377;288945;361085;89407;3853061;328727;404707;0;0;0;0;9887;94675;0;0;0;0
2025/10/19 13:10:00;0;0;12812;0;28147;13402;0;0;0;0;567256;0;0;0;0;0;0;0;0;0;0;157790;4404;0;0;0;0;0;0;0;0;1398682;1044740;0;4835456;289022;361159;89407;3854903;328851;404707;0;0;0;0;9888;94675;0;0;0;0
2025/10/19 13:20:00;0;0;12813;0;28147;13402;0;0;0;0;567344;0;0;0;0;0;0;0;0;0;0;157875;4421;0;0;0;0;0;0;0;0;1399329;1044766;0;4837365;289144;361269;89407;3856201;329002;404707;0;0;0;0;9888;94677;0;0;0;0
2025/10/19 13:30:00;0;0;12815;0;28147;13402;0;0;0;0;567472;0;0;0;0;0;0;0;0;0;0;157960;4437;0;0;0;0;0;0;0;0;1399856;1044774;0;4837511;289193;361352;89407;3856418;329238;404707;0;0;0;0;9888;94679;0;0;0;0
2025/10/19 13:40:00;0;0;12816;0;28147;13402;0;0;0;0;567537;0;0;0;0;0;0;0;0;0;0;158045;4453;0;0;0;0;0;0;0;0;1400645;1044798;0;4837645;289534;361364;89407;3856639;329377;404707;0;0;0;0;9889;94680;0;0;0;0
2025/10/19 13:50:00;0;0;12818;0;28147;13402;0;0;0;0;567660;0;0;0;0;0;0;0;0;0;0;158130;4469;0;0;0;0;0;0;0;0;1401001;1044827;0;4837792;289708;361435;89407;3856861;329536;404707;0;0;0;0;9889;94682;0;0;0;0
2025/10/19 14:00:00;0;0;12819;0;28147;13402;0;0;0;0;567785;0;0;0;0;0;0;0;0;0;0;158215;4484;0;0;0;0;0;0;0;0;1401425;1044835;0;4837944;289901;361483;89407;3857080;329720;404707;0;0;0;0;9889;94684;0;0;0;0
2025/10/19 14:10:00;0;0;12821;0;28147;13402;0;0;0;0;567856;0;0;0;0;0;0;0;0;0;0;158300;4500;0;0;0;0;0;0;0;0;1401847;1044851;0;4838086;289985;361552;89407;3857303;329907;404707;0;0;0;0;9890;94685;0;0;0;0
2025/10/19 14:20:00;0;0;12823;0;28147;13402;0;0;0;0;567934;0;0;0;0;0;0;0;0;0;0;158385;4515;0;0;0;0;0;0;0;0;1402266;1044887;0;4838226;290218;361625;89407;3857525;330059;404707;0;0;0;0;9890;94686;0;0;0;0
2025/10/19 14:30:00;0;0;12824;0;28147;13402;0;0;0;0;568035;0;0;0;0;0;0;0;0;0;0;158471;4530;0;0;0;0;0;0;0;0;1402581;1044896;0;4838377;290261;361699;89407;3857745;330269;404707;0;0;0;0;9890;94688;0;0;0;0
2025/10/19 14:40:00;0;0;12826;0;28147;13402;0;0;0;0;568084;0;0;0;0;0;0;0;0;0;0;158556;4546;0;0;0;0;0;0;0;0;1403082;1044905;0;4838523;290468;361751;89407;3857965;330399;404707;0;0;0;0;9891;94690;0;0;0;0
2025/10/19 14:50:00;0;0;12827;0;28147;13402;0;0;0;0;568157;0;0;0;0;0;0;0;0;0;0;158641;4561;0;0;0;0;0;0;0;0;1403428;1044948;0;4838663;290607;361842;89407;3858185;330528;404707;0;0;0;0;9891;94691;0;0;0;0
2025/10/19 15:00:00;0;0;12829;0;28147;13402;0;0;0;0;568250;0;0;0;0;0;0;0;0;0;0;158726;4576;0;0;0;0;0;0;0;0;1403774;1044956;0;4838802;290757;361895;89407;3858406;330746;404707;0;0;0;0;9891;94693;0;0;0;0
2025/10/19 15:10:00;0;0;12830;0;28147;13402;0;0;0;0;568375;0;0;0;0;0;0;0;0;0;0;158811;4591;0;0;0;0;0;0;0;0;1404279;1044965;0;4839294;290886;361964;89407;3858995;330866;404707;0;0;0;0;9891;94694;0;0;0;0
2025/10/19 15:20:00;0;0;12832;0;28147;13402;0;0;0;0;568480;0;0;0;0;0;0;0;0;0;0;158896;4607;0;0;0;0;0;0;0;0;1404613;1045007;0;4839442;291046;362041;89407;3859217;331030;404707;0;0;0;0;9893;94695;0;0;0;0
2025/10/19 15:30:00;0;0;12833;0;28147;13402;0;0;0;0;568621;0;0;0;0;0;0;0;0;0;0;158981;4622;0;0;0;0;0;0;0;0;1404995;1045018;0;4839584;291198;362099;89407;3859438;331161;404713;0;0;0;0;9893;94696;0;0;0;0
2025/10/19 15:40:00;0;0;12835;0;28147;13402;0;0;0;0;568722;0;0;0;0;0;0;0;0;0;0;159066;4637;0;0;0;0;0;0;0;0;1405431;1045026;0;4839725;291279;362174;89407;3859659;331316;404713;0;0;0;0;9893;94698;0;0;0;0
2025/10/19 15:50:00;0;0;12837;0;28147;13402;0;0;0;0;568980;0;0;0;0;0;0;0;0;0;0;159151;4652;0;0;0;0;0;0;0;0;1405817;1045059;0;4839866;291475;362241;89407;3859881;331402;404713;0;0;0;0;9894;94699;0;0;0;0
2025/10/19 16:00:00;0;0;12838;0;28147;13402;0;0;0;0;569231;0;0;0;0;0;0;0;0;0;0;159236;4669;0;0;0;0;0;0;0;0;1406148;1045079;0;4840011;291588;362306;89407;3860104;331555;404713;0;0;0;0;9894;94700;0;0;0;0
2025/10/19 16:10:00;0;0;12840;0;28147;13402;0;0;0;0;569287;0;0;0;0;0;0;0;0;0;0;159321;4686;0;0;0;0;0;0;0;0;1406677;1045088;0;4840156;291746;362359;89407;3860329;331721;404713;0;0;0;0;9894;94702;0;0;0;0
2025/10/19 16:20:00;0;0;12841;0;28147;13402;0;0;0;0;569384;0;0;0;0;0;0;0;0;0;0;159406;4703;0;0;0;0;0;0;0;0;1406980;1045116;0;4840298;291872;362454;89407;3860553;331882;404713;0;0;0;0;9894;94702;0;0;0;0
2025/10/19 16:30:00;0;0;12843;0;28147;13402;0;0;0;0;569522;0;0;0;0;0;0;0;0;0;0;159492;4720;0;0;0;0;0;0;0;0;1407287;1045141;0;4840436;291961;362525;89407;3860777;332071;404713;0;0;0;0;9895;94703;0;0;0;0
2025/10/19 16:40:00;0;0;12844;0;28147;13402;0;0;0;0;569587;0;0;0;0;0;0;0;0;0;0;159579;4736;0;0;0;0;0;0;0;0;1407708;1045149;0;4840586;292082;362583;89407;3860994;332212;404713;0;0;0;0;9895;94705;0;0;0;0
2025/10/19 16:50:00;0;0;12846;0;28147;13402;0;0;0;0;569684;0;0;0;0;0;0;0;0;0;0;159655;4752;0;0;0;0;0;0;0;0;1408150;1045177;0;4840726;292299;362655;89407;3861212;332397;404713;0;0;0;0;9896;94707;0;0;0;0
2025/10/19 17:00:00;0;0;12847;0;28147;13402;0;0;0;0;569832;0;0;0;0;0;0;0;0;0;0;159751;4767;0;0;0;0;0;0;0;0;1408495;1045201;0;4840865;292397;362722;89407;3861430;332617;404713;0;0;0;0;9896;94708;0;0;0;0
2025/10/19 17:10:00;0;0;12849;0;28147;13402;0;0;0;0;569925;0;0;0;0;0;0;0;0;0;0;159835;4782;0;0;0;0;0;0;0;0;1408990;1045210;0;4841011;292549;362784;89407;3861646;332798;404713;0;0;0;0;9896;94711;0;0;0;0
2025/10/19 17:20:00;0;0;12850;0;28147;13402;0;0;0;0;570027;0;0;0;0;0;0;0;0;0;0;159920;4797;0;0;0;0;0;0;0;0;1409284;1045235;0;4841153;292662;362877;89407;3861863;332994;404713;0;0;0;0;9896;94713;0;0;0;0
2025/10/19 17:30:00;0;0;12852;0;28147;13402;0;0;0;0;570123;0;0;0;0;0;0;0;0;0;0;160005;4812;0;0;0;0;0;0;0;0;1409929;1045258;0;4841293;292726;362954;89407;3862081;333235;404713;0;0;0;0;9897;94714;0;0;0;0
2025/10/19 17:40:00;0;0;12853;0;28147;13402;0;0;0;0;570264;0;0;0;0;0;0;0;0;0;0;160090;4827;0;0;0;0;0;0;0;0;1410648;1045271;0;4841434;292806;363022;89407;3862298;333347;404713;0;0;0;0;9897;94716;0;0;0;0
2025/10/19 17:50:00;0;0;12855;0;28147;13402;0;0;0;0;570521;0;0;0;0;0;0;0;0;0;0;160175;4843;0;0;0;0;0;0;0;0;1411191;1045285;0;4841579;293159;363033;89407;3862514;333437;404713;0;0;0;0;9897;94719;0;0;0;0
2025/10/19 18:00:00;0;0;12856;0;28147;13402;0;0;0;0;570723;0;0;0;0;0;0;0;0;0;0;160260;4860;0;0;0;0;0;0;0;0;1411521;1045308;0;4841720;293260;363096;89407;3862731;333558;404717;0;0;0;0;9897;94720;0;0;0;0
2025/10/19 18:10:00;0;0;12858;0;28147;13402;0;0;0;0;570811;0;0;0;0;0;0;0;0;0;0;160345;4877;0;0;0;0;0;0;0;0;1412027;1045331;0;4841858;293351;363163;89407;3862946;333708;404717;0;0;0;0;9897;94722;0;0;0;0
2025/10/19 18:20:00;0;0;12859;0;28147;13402;0;0;0;0;570906;0;0;0;0;0;0;0;0;0;0;160430;4894;0;0;0;0;0;0;0;0;1412339;1045342;0;4841997;293512;363242;89407;3863161;333858;404717;0;0;0;0;9897;94725;0;0;0;0
2025/10/19 18:30:00;0;0;12860;0;28147;13402;0;0;0;0;571033;0;0;0;0;0;0;0;0;0;0;160516;4910;0;0;0;0;0;0;0;0;1412629;1045367;0;4842142;293614;363307;89407;3863372;334078;404717;0;0;0;0;9898;94727;0;0;0;0
2025/10/19 18:40:00;0;0;12862;0;28147;13402;0;0;0;0;571128;0;0;0;0;0;0;0;0;0;0;160600;4927;0;0;0;0;0;0;0;0;1413122;1045392;0;4842287;293764;363354;89407;3863590;334219;404717;0;0;0;0;9898;94729;0;0;0;0
2025/10/19 18:50:00;0;0;12863;0;28147;13402;0;0;0;0;571220;0;0;0;0;0;0;0;0;0;0;160685;4942;0;0;0;0;0;0;0;0;1413437;1045403;0;4842426;293888;363442;89407;3863808;334403;404717;0;0;0;0;9898;94732;0;0;0;0
2025/10/19 19:00:00;0;0;12865;0;28147;13402;0;0;0;0;571400;0;0;0;0;0;0;0;0;0;0;160771;4957;0;0;0;0;0;0;0;0;1413793;1045427;0;4842565;294014;363500;89407;3864027;334564;404717;0;0;0;0;9898;94733;0;0;0;0
2025/10/19 19:10:00;0;0;12866;0;28147;13402;0;0;0;0;571610;0;0;0;0;0;0;0;0;0;0;160856;4972;0;0;0;0;0;0;0;0;1414223;1045448;0;4842700;294113;363567;89407;3864246;334652;404717;0;0;0;0;9899;94735;0;0;0;0
2025/10/19 19:20:00;0;0;12868;0;28147;13402;0;0;0;0;571877;0;0;0;0;0;0;0;0;0;0;160941;4987;0;0;0;0;0;0;0;0;1414621;1045463;0;4842843;294286;363634;89407;3864464;334695;404717;0;0;0;0;9899;94738;0;0;0;0
2025/10/19 19:30:00;0;0;12870;0;28147;13402;0;0;0;0;572152;0;0;0;0;0;0;0;0;0;0;161025;5003;0;0;0;0;0;0;0;0;1414922;1045481;0;4842987;294364;363706;89407;3864681;334876;404717;0;0;0;0;9899;94739;0;0;0;0
2025/10/19 19:40:00;0;0;12871;0;28147;13402;0;0;0;0;572235;0;0;0;0;0;0;0;0;0;0;161110;5018;0;0;0;0;0;0;0;0;1415388;1045496;0;4843125;294443;363777;89407;3864900;335018;404717;0;0;0;0;9899;94741;0;0;0;0
2025/10/19 19:50:00;0;0;12873;0;28147;13402;0;0;0;0;572339;0;0;0;0;0;0;0;0;0;0;161195;5033;0;0;0;0;0;0;0;0;1415686;1045524;0;4843260;294617;363849;89407;3865120;335099;404717;0;0;0;0;9900;94743;0;0;0;0
2025/10/19 20:00:00;0;0;12874;0;28147;13402;0;0;0;0;572465;0;0;0;0;0;0;0;0;0;0;161280;5048;0;0;0;0;0;0;0;0;1415971;1045532;0;4843396;294686;363924;89407;3865339;335410;404717;0;0;0;0;9900;94745;0;0;0;0
2025/10/19 20:10:00;0;0;12875;0;28147;13402;0;0;0;0;572552;0;0;0;0;0;0;0;0;0;0;161365;5065;0;0;0;0;0;0;0;0;1416466;1045557;0;4843539;294814;363991;89407;3865558;335548;404717;0;0;0;0;9900;94746;0;0;0;0
2025/10/19 20:20:00;0;0;12877;0;28147;13402;0;0;0;0;572623;0;0;0;0;0;0;0;0;0;0;161451;5082;0;0;0;0;0;0;0;0;1416772;1045584;0;4843677;294945;364080;89407;3865778;335721;404717;0;0;0;0;9900;94748;0;0;0;0
2025/10/19 20:30:00;0;0;12878;0;28147;13402;0;0;0;0;572776;0;0;0;0;0;0;0;0;0;0;161536;5099;0;0;0;0;0;0;0;0;1417154;1045593;0;4843812;295097;364136;89407;3865998;335891;404726;0;0;0;0;9900;94750;0;0;0;0
2025/10/19 20:40:00;0;0;12880;0;28147;13402;0;0;0;0;572886;0;0;0;0;0;0;0;0;0;0;161621;5115;0;0;0;0;0;0;0;0;1417525;1045617;0;4843947;295169;364208;89407;3866219;336009;404726;0;0;0;0;9900;94751;0;0;0;0
2025/10/19 20:50:00;0;0;12881;0;28147;13402;0;0;0;0;572982;0;0;0;0;0;0;0;0;0;0;161706;5130;0;0;0;0;0;0;0;0;1417913;1045645;0;4844093;295344;364301;89407;3866441;336182;404726;0;0;0;0;9901;94753;0;0;0;0
2025/10/19 21:00:00;0;0;12883;0;28147;13402;0;0;0;0;573080;0;0;0;0;0;0;0;0;0;0;161790;5146;0;0;0;0;0;0;0;0;1418218;1045653;0;4844233;295429;364371;89407;3866662;336399;404726;0;0;0;0;9901;94755;0;0;0;0
2025/10/19 21:10:00;0;0;12884;0;28147;13402;0;0;0;0;573216;0;0;0;0;0;0;0;0;0;0;161875;5161;0;0;0;0;0;0;0;0;1418589;1045668;0;4844365;295510;364442;89407;3866883;336536;404726;0;0;0;0;9901;94757;0;0;0;0
2025/10/19 21:20:00;0;0;12886;0;28147;13402;0;0;0;0;573318;0;0;0;0;0;0;0;0;0;0;161960;5176;0;0;0;0;0;0;0;0;1418924;1045689;0;4844499;295638;364530;89407;3867103;336706;404726;0;0;0;0;9901;94759;0;0;0;0
2025/10/19 21:30:00;0;0;12887;0;28147;13402;0;0;0;0;573459;0;0;0;0;0;0;0;0;0;0;162045;5191;0;0;0;0;0;0;0;0;1419341;1045715;0;4844640;295774;364591;89407;3867322;336919;404726;0;0;0;0;9901;94761;0;0;0;0
2025/10/19 21:40:00;0;0;12889;0;28147;13402;0;0;0;0;573539;0;0;0;0;0;0;0;0;0;0;162130;5206;0;0;0;0;0;0;0;0;1420112;1045724;0;4844778;295776;364695;89407;3867544;337062;404726;0;0;0;0;9901;94763;0;0;0;0
2025/10/19 21:50:00;0;0;12890;0;28147;13402;0;0;0;0;573601;0;0;0;0;0;0;0;0;0;0;162215;5222;0;0;0;0;0;0;0;0;1420729;1045752;0;4844907;296071;364751;89407;3867767;337257;404726;0;0;0;0;9902;94765;0;0;0;0
2025/10/19 22:00:00;0;0;12892;0;28147;13402;0;0;0;0;573768;0;0;0;0;0;0;0;0;0;0;162300;5231;0;0;0;0;0;0;0;0;1421180;1045776;0;4845050;296256;364787;89407;3867989;337434;404726;0;0;0;0;9902;94765;0;0;0;0
2025/10/19 22:10:00;0;0;12894;0;28147;13402;0;0;0;0;573856;0;0;0;0;0;0;0;0;0;0;162385;5232;0;0;0;0;0;0;0;0;1421685;1045785;0;4845189;296429;364836;89407;3868213;337558;404726;0;0;0;0;9902;94767;0;0;0;0
2025/10/19 22:20:00;0;0;12895;0;28147;13402;0;0;0;0;574125;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1422033;1045812;0;4845315;296581;364928;89407;3868441;337651;404726;0;0;0;0;9903;94768;0;0;0;0
2025/10/19 22:30:00;0;0;12897;0;28147;13402;0;0;0;0;574337;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1422218;1045825;0;4845455;296660;365003;89407;3868667;337799;404726;0;0;0;0;9903;94769;0;0;0;0
2025/10/19 22:40:00;0;0;12898;0;28147;13402;0;0;0;0;574397;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1422830;1045846;0;4845591;296852;365055;89407;3868895;337936;404726;0;0;0;0;9904;94770;0;0;0;0
2025/10/19 22:50:00;0;0;12900;0;28147;13402;0;0;0;0;574508;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1423165;1045871;0;4845715;296989;365148;89407;3869124;338112;404726;0;0;0;0;9904;94772;0;0;0;0
2025/10/19 23:00:00;0;0;12901;0;28147;13402;0;0;0;0;574677;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1423561;1045882;0;4845854;297160;365211;89407;3869352;338264;404757;0;0;0;0;9904;94773;0;0;0;0
2025/10/19 23:10:00;0;0;12903;0;28147;13402;0;0;0;0;574775;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1423987;1045907;0;4845989;297245;365287;89407;3869580;338396;404757;0;0;0;0;9905;94774;0;0;0;0
2025/10/19 23:20:00;0;0;12905;0;28147;13402;0;0;0;0;574856;0;0;0;0;0;0;0;0;0;0;162419;5232;0;0;0;0;0;0;0;0;1424368;1045919;0;4846112;297442;365363;89407;3869811;338575;404757;0;0;0;0;9905;94775;0;0;0;0
2025/10/19 23:30:00;0;0;12906;0;28147;13402;0;0;0;0;574974;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1424669;1045944;0;4846251;297534;365434;89407;3870040;338779;404757;0;0;0;0;9906;94776;0;0;0;0
2025/10/19 23:40:00;0;0;12908;0;28147;13402;0;0;0;0;575075;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1425174;1045961;0;4846383;297613;365510;89407;3870264;338902;404757;0;0;0;0;9906;94777;0;0;0;0
2025/10/19 23:50:00;0;0;12909;0;28147;13402;0;0;0;0;575178;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1425483;1045980;0;4846508;297825;365593;89407;3870490;339063;404757;0;0;0;0;9906;94779;0;0;0;0
2025/10/20 00:00:00;0;0;12911;0;28147;13402;0;0;0;0;575303;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1425783;1046005;0;4846646;297907;365667;89407;3870714;339260;404758;0;0;0;0;9907;94780;0;0;0;0
2025/10/20 00:10:00;0;0;12912;0;28147;13402;0;0;0;0;575571;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1426245;1046013;0;4846775;298072;365722;89407;3870940;339288;404771;0;0;0;0;9907;94781;0;0;0;0
2025/10/20 00:20:00;0;0;12914;0;28147;13402;0;0;0;0;575778;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1426559;1046042;0;4846904;298169;365827;89407;3871165;339400;404774;0;0;0;0;9908;94783;0;0;0;0
2025/10/20 00:30:00;0;0;12915;0;28147;13402;0;0;0;0;575934;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1426944;1046056;0;4847043;298330;365887;89407;3871390;339573;404774;0;0;0;0;9908;94784;0;0;0;0
2025/10/20 00:40:00;0;0;12917;0;28147;13402;0;0;0;0;576004;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1427377;1046072;0;4847170;298425;365957;89407;3871618;339721;404774;0;0;0;0;9908;94786;0;0;0;0
2025/10/20 00:50:00;0;0;12919;0;28147;13402;0;0;0;0;576098;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1427705;1046104;0;4847311;298612;366040;89407;3871844;339869;404774;0;0;0;0;9909;94787;0;0;0;0
2025/10/20 01:00:00;0;0;12920;0;28147;13402;0;0;0;0;576209;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1428029;1046112;0;4847444;298688;366125;89407;3872071;340112;404774;0;0;0;0;9909;94788;0;0;0;0
2025/10/20 01:10:00;0;0;12922;0;28147;13402;0;0;0;0;576294;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1428440;1046137;0;4847571;298781;366196;89407;3872297;340204;404774;0;0;0;0;9909;94789;0;0;0;0
2025/10/20 01:20:00;0;0;12923;0;28147;13402;0;0;0;0;576383;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1428807;1046150;0;4847708;298960;366268;89407;3872521;340323;404787;0;0;0;0;9910;94791;0;0;0;0
2025/10/20 01:30:00;0;0;12925;0;28147;13402;0;0;0;0;576447;0;0;0;0;0;0;0;0;0;0;162420;5232;0;0;0;0;0;0;0;0;1429130;1046173;0;4847856;299061;366335;89407;3872763;340560;404787;0;0;0;0;9910;94792;0;0;0;0
2025/10/20 01:40:00;0;0;12926;0;28147;13402;0;0;0;0;576598;0;0;0;0;0;0;0;0;0;0;162421;5232;0;0;0;0;0;0;0;0;1429719;1046194;0;4848060;299134;366417;89407;3873040;340635;404800;0;0;0;0;9910;94793;0;0;0;0
2025/10/20 01:50:00;0;0;12928;0;28147;13402;0;0;0;0;576780;0;0;0;0;0;0;0;0;0;0;162421;5232;0;0;0;0;0;0;0;0;1430303;1046210;0;4848253;299141;366555;89407;3873317;340686;404800;0;0;0;0;9911;94795;0;0;0;0
2025/10/20 02:00:00;0;0;12929;0;28147;13402;0;0;0;0;577038;0;0;0;0;0;0;0;0;0;0;162421;5232;0;0;0;0;0;0;0;0;1430841;1046235;0;4848452;299392;366564;89407;3873590;340899;404801;0;0;0;0;9911;94796;0;0;0;0
2025/10/20 02:10:00;0;0;12931;0;28147;13402;0;0;0;0;577272;0;0;0;0;0;0;0;0;0;0;162421;5232;0;0;0;0;0;0;0;0;1431499;1046243;0;4848649;299671;366596;89407;3873864;340942;404808;0;0;0;0;9911;94797;0;0;0;0
2025/10/20 02:20:00;0;0;12933;0;28147;13402;0;0;0;0;577556;0;0;0;0;0;0;0;0;0;0;162421;5232;0;0;0;0;0;0;0;0;1431836;1046272;0;4848861;299837;366677;89407;3874159;340989;404810;0;0;0;0;9912;94799;0;0;0;0
2025/10/20 02:30:00;0;0;12934;0;28147;13402;0;0;0;0;577959;0;0;0;0;0;0;0;0;0;0;162421;5232;0;0;0;0;0;0;0;0;1432232;1046280;0;4849094;299995;366735;89407;3874465;341079;404811;0;0;0;0;9912;94800;0;0;0;0
