PANEL;PANEL TG2 N2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Element ID;zigbee:1_zd_WHr_I;zigbee:2_zd_WHr_I;zigbee:3_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:5_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:7_zd_WHr_I;zigbee:8_zd_WHr_I;zigbee:9_zd_WHr_I;zigbee:10_zd_WHr_I;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:16_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:21_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:34_zd_WHr_I;modbus:1_mb_WHr_I;zigbee:32_zd_VARHr_I;zigbee:32_zd_VARHr_O;modbus:1_mb_VARHr_I;modbus:1_mb_VARHr_O;zigbee:11_zd_VARHr_I;zigbee:11_zd_VARHr_O;zigbee:12_zd_VARHr_I;zigbee:12_zd_VARHr_O;zigbee:30_zd_VARHr_I;zigbee:30_zd_VARHr_O;zigbee:33_zd_VARHr_I;zigbee:33_zd_VARHr_O;zigbee:4_zd_VARHr_I;zigbee:4_zd_VARHr_O;zigbee:31_zd_VARHr_I;zigbee:31_zd_VARHr_O
2025/09/17 10:00:00;0;0;0;0;28147;0;0;0;0;0;57647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140117;194592;0;577516;69;19559;40403;194475;55160;37952;0;0;0;0;8229;10699;0;0;0;0
2025/09/17 10:10:00;0;0;0;0;28147;0;0;0;0;0;57749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140289;194878;0;577516;69;19564;40403;194475;55160;38162;0;0;0;0;8229;10713;0;0;0;0
2025/09/17 10:20:00;0;0;0;0;28147;0;0;0;0;0;57807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140418;195108;0;577516;69;19569;40403;194475;55160;38344;0;0;0;0;8229;10729;0;0;0;0
2025/09/17 10:30:00;0;0;0;0;28147;0;0;0;0;0;57882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140547;195322;0;577516;69;19574;40403;194475;55160;38529;0;0;0;0;8229;10743;0;0;0;0
2025/09/17 10:40:00;0;0;0;0;28147;0;0;0;0;0;57972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140719;195609;0;577516;69;19578;40403;194475;55160;38672;0;0;0;0;8229;10756;0;0;0;0
2025/09/17 10:50:00;0;0;0;0;28147;0;0;0;0;0;58048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140848;195832;0;577516;69;19585;40403;194475;55160;38937;0;0;0;0;8230;10773;0;0;0;0
2025/09/17 11:00:00;0;0;0;0;28147;0;0;0;0;0;58150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140977;196054;0;577516;69;19590;40403;194475;55160;39120;0;0;0;0;8230;10787;0;0;0;0
2025/09/17 11:10:00;0;0;0;0;28147;0;0;0;0;0;58234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141148;196340;0;577516;69;19595;40403;194475;55160;39273;0;0;0;0;8230;10802;0;0;0;0
2025/09/17 11:20:00;0;0;0;0;28147;0;0;0;0;0;58279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141277;196554;0;577516;69;19602;40403;194475;55160;39342;0;0;0;0;8230;10826;0;0;0;0
2025/09/17 11:30:00;0;0;0;0;28147;0;0;0;0;0;58323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141405;196785;0;577516;69;19607;40403;194475;55160;39395;0;0;0;0;8230;10844;0;0;0;0
2025/09/17 11:40:00;0;0;0;0;28147;0;0;0;0;0;58383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141576;197071;0;577516;69;19612;40403;194475;55160;39449;0;0;0;0;8230;10861;0;0;0;0
2025/09/17 11:50:00;0;0;0;0;28147;0;0;0;0;0;58427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141705;197286;0;577516;69;19619;40403;194475;55160;39521;0;0;0;0;8230;10880;0;0;0;0
2025/09/17 12:00:00;0;0;0;0;28147;0;0;0;0;0;58472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141834;197512;0;577516;69;19624;40403;194475;55160;39575;0;0;0;0;8230;10887;0;0;0;0
2025/09/17 12:10:00;0;0;0;0;28147;0;0;0;0;0;58532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142007;197803;0;577516;69;19628;40403;194475;55160;39630;0;0;0;0;8230;10896;0;0;0;0
2025/09/17 12:20:00;0;0;0;0;28147;0;0;0;0;0;58576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142136;198017;0;577516;69;19633;40403;194475;55160;39703;0;0;0;0;8230;10910;0;0;0;0
2025/09/17 12:30:00;0;0;0;0;28147;0;0;0;0;0;58621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142265;198232;0;577516;69;19637;40403;194475;55160;39757;0;0;0;0;8230;10922;0;0;0;0
2025/09/17 12:40:00;0;0;0;0;28147;0;0;0;0;0;58681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142437;198534;0;577661;69;19640;40403;194534;55160;39812;0;0;0;0;8230;10928;0;0;0;0
2025/09/17 12:50:00;0;0;0;0;28147;0;0;0;0;0;58725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142567;198749;0;577896;69;19645;40403;194631;55160;39885;0;0;0;0;8230;10937;0;0;0;0
2025/09/17 13:00:00;0;0;0;0;28147;0;0;0;0;0;58769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142696;198964;0;578125;69;19647;40403;194726;55160;39944;0;0;0;0;8230;10944;0;0;0;0
2025/09/17 13:10:00;0;0;0;0;28147;0;0;0;0;0;58834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142869;199266;0;578358;69;19650;40403;194823;55160;39996;0;0;0;0;8230;10948;0;0;0;0
2025/09/17 13:20:00;0;0;0;0;28147;0;0;0;0;0;58868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142998;199480;0;578666;69;19655;40424;194914;55175;40021;0;0;0;0;8230;10956;0;0;0;0
2025/09/17 13:30:00;0;0;0;0;28147;0;0;0;0;0;58902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143127;199695;0;578990;69;19660;40424;195047;55218;40021;0;0;0;0;8230;10963;0;0;0;0
2025/09/17 13:40:00;0;0;0;0;28147;0;0;0;0;0;58970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143299;199989;0;579418;69;19664;40471;195159;55272;40021;0;0;0;0;8230;10971;0;0;0;0
2025/09/17 13:50:00;0;0;0;0;28147;0;0;0;0;0;59022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143428;200212;0;579971;69;19670;40611;195191;55357;40021;0;0;0;0;8230;10980;0;0;0;0
2025/09/17 14:00:00;0;0;0;0;28147;0;0;0;0;0;59084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143557;200426;0;580365;69;19674;40665;195269;55449;40021;0;0;0;0;8230;10988;0;0;0;0
2025/09/17 14:10:00;0;0;0;0;28147;0;0;0;0;0;59130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143729;200712;0;580914;69;19678;40765;195337;55493;40021;0;0;0;0;8230;10997;0;0;0;0
2025/09/17 14:20:00;0;0;0;0;28147;0;0;0;0;0;59164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143858;200943;0;581500;69;19683;40868;195401;55552;40021;0;0;0;0;8230;11010;0;0;0;0
2025/09/17 14:30:00;0;0;0;0;28147;0;0;0;0;0;59229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143987;201158;0;582170;69;19688;41028;195432;55649;40021;0;0;0;0;8230;11023;0;0;0;0
2025/09/17 14:40:00;0;0;0;0;28147;0;0;0;0;0;59292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144158;201445;0;582738;69;19693;41121;195503;55715;40021;0;0;0;0;8230;11038;0;0;0;0
2025/09/17 14:50:00;0;0;0;0;28147;0;0;0;0;0;59365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144286;201675;0;583332;69;19700;41258;195536;55840;40021;0;0;0;0;8230;11056;0;0;0;0
2025/09/17 15:00:00;0;0;0;0;28147;0;0;0;0;0;59464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144415;201895;0;583778;69;19705;41316;195630;55976;40021;0;0;0;0;8230;11069;0;0;0;0
2025/09/17 15:10:00;0;0;0;0;28147;0;0;0;0;0;59592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144586;202185;0;584302;69;19709;41428;195694;56106;40021;0;0;0;0;8230;11087;0;0;0;0
2025/09/17 15:20:00;0;0;0;0;28147;0;0;0;0;0;59682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144716;202401;0;584710;69;19717;41469;195798;56265;40021;0;0;0;0;8231;11112;0;0;0;0
2025/09/17 15:30:00;0;0;0;0;28147;0;0;0;0;0;59743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144846;202635;0;585291;69;19722;41599;195826;56339;40021;0;0;0;0;8231;11128;0;0;0;0
2025/09/17 15:40:00;0;0;0;0;28147;0;0;0;0;0;59849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145019;202924;0;585736;69;19728;41658;195920;56424;40021;0;0;0;0;8231;11148;0;0;0;0
2025/09/17 15:50:00;0;0;0;0;28147;0;0;0;0;0;59906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145149;203145;0;586200;69;19735;41717;196002;56549;40021;0;0;0;0;8231;11172;0;0;0;0
2025/09/17 16:00:00;0;0;0;0;28147;0;0;0;0;0;59949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145279;203388;0;586662;69;19740;41764;196096;56606;40021;0;0;0;0;8232;11188;0;0;0;0
2025/09/17 16:10:00;0;0;0;0;28147;0;0;0;0;0;59998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145451;203712;0;587084;69;19746;41797;196211;56661;40021;0;0;0;0;8233;11205;0;0;0;0
2025/09/17 16:20:00;0;0;0;0;28147;0;0;0;0;0;60046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145579;203934;0;587437;69;19754;41797;196341;56758;40021;0;0;0;0;8234;11229;0;0;0;0
2025/09/17 16:30:00;0;0;0;0;28147;0;0;0;0;0;60086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145707;204167;0;587772;69;19760;41797;196462;56825;40021;0;0;0;0;8234;11248;0;0;0;0
2025/09/17 16:40:00;0;0;0;0;28147;0;0;0;0;0;60146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145879;204456;0;588265;69;19765;41908;196519;56907;40021;0;0;0;0;8234;11266;0;0;0;0
2025/09/17 16:50:00;0;0;0;0;28147;0;0;0;0;0;60181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146007;204673;0;588712;69;19773;41962;196618;56983;40021;0;0;0;0;8234;11290;0;0;0;0
2025/09/17 17:00:00;0;0;0;0;28147;0;0;0;0;0;60226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146135;204905;0;589211;69;19779;42047;196701;57062;40021;0;0;0;0;8234;11306;0;0;0;0
2025/09/17 17:10:00;0;0;0;0;28147;0;0;0;0;0;60292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146307;205200;0;589641;69;19784;42106;196799;57148;40021;0;0;0;0;8234;11323;0;0;0;0
2025/09/17 17:20:00;0;0;0;0;28147;0;0;0;0;0;60330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146436;205415;0;590026;69;19791;42140;196912;57236;40021;0;0;0;0;8234;11346;0;0;0;0
2025/09/17 17:30:00;0;0;0;0;28147;0;0;0;0;0;60400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146564;205642;0;590515;69;19797;42245;196979;57312;40021;0;0;0;0;8235;11360;0;0;0;0
2025/09/17 17:40:00;0;;0;0;28147;0;0;0;0;0;60493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146736;205933;0;590851;69;19811;42245;197113;57375;40021;0;0;0;0;8235;11376;0;0;0;0
2025/09/17 17:50:00;0;0;0;0;28147;0;0;0;0;0;60549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146865;206148;0;591186;69;19825;42245;197245;57484;40021;0;0;0;0;8235;11396;0;0;0;0
2025/09/17 18:00:00;0;0;0;0;28147;0;0;0;0;0;60616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146876;206373;0;591544;69;19825;42245;197376;57540;40021;0;0;0;0;8235;11409;0;0;0;0
2025/09/17 18:10:00;0;0;0;0;28147;0;0;0;0;0;60664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146935;206666;0;591968;69;19825;42265;197489;57591;40021;0;0;0;0;8235;11421;0;0;0;0
2025/09/17 18:20:00;0;0;0;0;28147;0;0;0;0;0;60715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147065;206881;0;592387;69;19828;42296;197594;57664;40021;0;0;0;0;8235;11437;0;0;0;0
2025/09/17 18:30:00;0;0;0;0;28147;0;0;0;0;0;60778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147195;207103;0;592842;69;19831;42353;197675;57744;40021;0;0;0;0;8235;11449;0;0;0;0
2025/09/17 18:40:00;0;0;0;0;28147;0;0;0;0;0;60826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147367;207398;0;593268;69;19833;42394;197770;57795;40021;0;0;0;0;8235;11460;0;0;0;0
2025/09/17 18:50:00;0;0;0;0;28147;0;0;0;0;0;60864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147496;207613;0;593647;69;19836;42408;197890;57865;40021;0;0;0;0;8235;11475;0;0;0;0
2025/09/17 19:00:00;0;0;0;0;28147;0;0;0;0;0;60900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147625;207836;0;593977;69;19839;42408;198021;57916;40021;0;0;0;0;8235;11485;0;0;0;0
2025/09/17 19:10:00;0;0;0;0;28147;0;0;0;0;0;60957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147797;208131;0;594329;69;19841;42434;198125;57968;40021;0;0;0;0;8235;11496;0;0;0;0
2025/09/17 19:20:00;0;0;0;0;28147;0;0;0;0;0;61092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147926;208346;0;594656;69;19845;42436;198253;58074;40021;0;0;0;0;8235;11513;0;0;0;0
2025/09/17 19:30:00;0;0;0;0;28147;0;0;0;0;0;61132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148055;208570;0;594985;69;19848;42436;198385;58126;40021;0;0;0;0;8235;11527;0;0;0;0
2025/09/17 19:40:00;0;0;0;0;28147;0;0;0;0;0;61160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148227;208867;0;595382;69;19852;42486;198473;58165;40021;0;0;0;0;8235;11544;0;0;0;0
2025/09/17 19:50:00;0;0;0;0;28147;0;0;0;0;0;61160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148356;209086;0;595725;69;19858;42499;198593;58165;40021;0;0;0;0;8235;11567;0;0;0;0
2025/09/17 20:00:00;0;0;0;0;28147;0;0;0;0;0;61161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148484;209312;0;596068;69;19862;42499;198725;58168;40021;0;0;0;0;8235;11584;0;0;0;0
2025/09/17 20:10:00;0;0;0;0;28147;0;0;0;0;0;61270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148656;209606;0;596393;69;19866;42499;198854;58269;40021;0;0;0;0;8235;11597;0;0;0;0
2025/09/17 20:20:00;0;0;0;0;28147;0;0;0;0;0;61330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148785;209821;0;596718;69;19871;42499;198984;58349;40021;0;0;0;0;8235;11612;0;0;0;0
2025/09/17 20:30:00;0;0;0;0;28147;0;0;0;0;0;61393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148914;210049;0;597046;69;19874;42499;199113;58440;40021;0;0;0;0;8235;11622;0;0;0;0
2025/09/17 20:40:00;0;0;0;0;28147;0;0;0;0;0;61472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149085;210340;0;597371;69;19876;42499;199242;58494;40021;0;0;0;0;8235;11632;0;0;0;0
2025/09/17 20:50:00;0;0;0;0;28147;0;0;0;0;0;61510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149214;210556;0;597694;69;19880;42499;199369;58566;40021;0;0;0;0;8235;11644;0;0;0;0
2025/09/17 21:00:00;0;0;0;0;28147;0;0;0;0;0;61562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149343;210785;0;598042;69;19883;42523;199483;58633;40021;0;0;0;0;8235;11651;0;0;0;0
2025/09/17 21:10:00;0;0;0;0;28147;;0;0;0;0;61562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149343;210785;0;598042;;;;;;;0;0;0;0;;;0;0;0;0
2025/09/17 21:20:00;0;0;0;0;28147;0;0;0;0;0;61630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149429;210931;0;598313;69;19884;42523;199590;58713;40021;0;0;0;0;8235;11656;0;0;0;0
2025/09/17 21:30:00;0;0;0;0;28147;0;0;0;0;0;61773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149590;211211;0;598653;69;19885;42526;199717;58868;40021;0;0;0;0;8236;11664;0;0;0;0
2025/09/17 21:40:00;0;0;0;0;28147;0;0;0;0;0;61848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149737;211500;0;599031;69;19885;42539;199841;58953;40021;0;0;0;0;8236;11673;0;0;0;0
2025/09/17 21:50:00;0;0;0;0;28147;0;0;0;0;0;61882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149837;211717;0;599348;69;19885;42539;199965;59000;40021;0;0;0;0;8236;11680;0;0;0;0
2025/09/17 22:00:00;0;0;0;0;28147;0;0;0;0;0;61931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149951;211945;0;599677;69;19885;42539;200095;59065;40021;0;0;0;0;8236;11687;0;0;0;0
2025/09/17 22:10:00;0;0;0;0;28147;0;0;0;0;0;61986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150109;212237;0;600007;69;19885;42539;200226;59136;40021;0;0;0;0;8236;11696;0;0;0;0
2025/09/17 22:20:00;0;0;0;0;28147;0;0;0;0;0;62023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150228;212451;0;600352;69;19885;42543;200356;59189;40021;0;0;0;0;8236;11702;0;0;0;0
2025/09/17 22:30:00;0;0;0;0;28147;0;0;0;0;0;62061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150342;212678;0;600689;69;19885;42543;200488;59245;40021;0;0;0;0;8236;11706;0;0;0;0
2025/09/17 22:40:00;0;0;0;0;28147;0;0;0;0;0;62106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150497;212969;0;601023;69;19885;42543;200620;59309;40021;0;0;0;0;8236;11713;0;0;0;0
2025/09/17 22:50:00;0;0;0;0;28147;0;0;0;0;0;62143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150633;213186;0;601355;69;19888;42543;200750;59357;40021;0;0;0;0;8236;11716;0;0;0;0
2025/09/17 23:00:00;0;0;0;0;28147;0;0;0;0;0;62184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150777;213413;0;601675;69;19894;42543;200876;59415;40021;0;0;0;0;8236;11723;0;0;0;0
2025/09/17 23:10:00;0;0;0;0;28147;0;0;0;0;0;62227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150973;213703;0;602009;69;19901;42543;201010;59476;40021;0;0;0;0;8236;11730;0;0;0;0
2025/09/17 23:20:00;0;0;0;0;28147;0;0;0;0;0;62259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151119;213918;0;602348;69;19907;42543;201146;59521;40021;0;0;0;0;8236;11736;0;0;0;0
2025/09/17 23:30:00;0;0;0;0;28147;0;0;0;0;0;62300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151270;214138;0;602683;69;19914;42543;201282;59578;40021;0;0;0;0;8236;11742;0;0;0;0
2025/09/17 23:40:00;0;0;0;0;28147;0;0;0;0;0;62357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151470;214433;0;603012;69;19923;42543;201415;59653;40021;0;0;0;0;8236;11753;0;0;0;0
2025/09/17 23:50:00;0;0;0;0;28147;0;0;0;0;0;62391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151620;214647;0;603341;69;19930;42543;201547;59695;40021;0;0;0;0;8236;11764;0;0;0;0
2025/09/18 00:00:00;0;0;0;0;28147;0;0;0;0;0;62425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151768;214866;0;603693;69;19936;42551;201674;59740;40021;0;0;0;0;8236;11775;0;0;0;0
2025/09/18 00:10:00;0;0;0;0;28147;0;0;0;0;0;62473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151973;215165;0;604058;69;19957;42551;201811;59801;40021;0;0;0;0;8236;11789;0;0;0;0
2025/09/18 00:20:00;0;0;0;0;28147;0;0;0;0;0;62526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152130;215380;0;604427;69;19975;42551;201949;59869;40021;0;0;0;0;8236;11800;0;0;0;0
2025/09/18 00:30:00;0;0;0;0;28147;0;0;0;0;0;62564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152286;215595;0;604869;69;19993;42618;202021;59921;40021;0;0;0;0;8236;11810;0;0;0;0
2025/09/18 00:40:00;0;0;0;0;28147;0;0;0;0;0;62614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152495;215897;0;605325;69;20017;42701;202078;59989;40021;0;0;0;0;8236;11824;0;0;0;0
2025/09/18 00:50:00;0;0;0;0;28147;0;0;0;0;0;62637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152652;216112;0;605773;69;20035;42777;202137;60034;40021;0;0;0;0;8236;11834;0;0;0;0
2025/09/18 01:00:00;0;0;0;0;28147;0;0;0;0;0;62682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152809;216326;0;606128;69;20053;42803;202240;60079;40021;0;0;0;0;8236;11843;0;0;0;0
2025/09/18 01:10:00;0;0;0;0;28147;0;0;0;0;0;62736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153019;216632;0;606438;69;20077;42807;202358;60142;40021;0;0;0;0;8237;11853;0;0;0;0
2025/09/18 01:20:00;0;0;0;0;28147;0;0;0;0;0;62769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153176;216847;0;606725;69;20095;42807;202474;60185;40021;0;0;0;0;8237;11862;0;0;0;0
2025/09/18 01:30:00;0;0;0;0;28147;0;0;0;0;0;62807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153333;217062;0;606993;69;20113;42807;202582;60237;40021;0;0;0;0;8237;11868;0;0;0;0
2025/09/18 01:40:00;0;0;0;0;28147;0;0;0;0;0;62874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153543;217363;0;607261;69;20138;42807;202691;60325;40021;0;0;0;0;8237;11873;0;0;0;0
2025/09/18 01:50:00;0;0;0;0;28147;0;0;0;0;0;62914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153700;217578;0;607529;69;20156;42807;202800;60381;40021;0;0;0;0;8237;11876;0;0;0;0
2025/09/18 02:00:00;0;0;0;0;28147;0;0;0;0;0;62953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153857;217792;0;607798;69;20174;42807;202909;60436;40021;0;0;0;0;8237;11879;0;0;0;0
2025/09/18 02:10:00;0;0;0;0;28147;0;0;0;0;0;63005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154067;218094;0;608062;69;20199;42807;203017;60509;40021;0;0;0;0;8237;11881;0;0;0;0
2025/09/18 02:20:00;0;0;0;0;28147;0;0;0;0;0;63043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154224;218308;0;608426;69;20217;42865;203098;60562;40021;0;0;0;0;8237;11882;0;0;0;0
2025/09/18 02:30:00;0;0;0;0;28147;0;0;0;0;0;63080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154381;218523;0;608813;69;20236;42942;203164;60612;40021;0;0;0;0;8237;11884;0;0;0;0
2025/09/18 02:40:00;0;0;0;0;28147;0;0;0;0;0;63128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154662;218824;0;609136;72;20252;42957;203273;60678;40021;0;0;0;0;8238;11886;0;0;0;0
2025/09/18 02:50:00;0;0;0;0;28147;0;0;0;0;0;63164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154938;219039;0;609429;76;20259;42958;203405;60726;40021;0;0;0;0;8238;11888;0;0;0;0
2025/09/18 03:00:00;0;0;0;0;28147;0;0;0;0;0;63198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155148;219255;0;609777;76;20277;42960;203548;60771;40021;0;0;0;0;8238;11890;0;0;0;0
