"sep=;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2
Element ID;zigbee:1_zd_WHr_I;zigbee:2_zd_WHr_I;.;zigbee:4_zd_WHr_I;zigbee:5_zd_WHr_I;zigbee:6_zd_WHr_I;zigbee:7_zd_WHr_I;zigbee:8_zd_WHr_I;zigbee:9_zd_WHr_I;.;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:13_zd_WHr_I;zigbee:14_zd_WHr_I;zigbee:15_zd_WHr_I;zigbee:16_zd_WHr_I;zigbee:17_zd_WHr_I;zigbee:18_zd_WHr_I;zigbee:19_zd_WHr_I;zigbee:20_zd_WHr_I;zigbee:21_zd_WHr_I;zigbee:22_zd_WHr_I;zigbee:23_zd_WHr_I;zigbee:24_zd_WHr_I;zigbee:25_zd_WHr_I;zigbee:26_zd_WHr_I;zigbee:27_zd_WHr_I;zigbee:28_zd_WHr_I;zigbee:29_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:32_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:34_zd_WHr_I;modbus:1_mb_WHr_I;zigbee:32_zd_WHr_I;zigbee:32_zd_WHr_I;modbus:1_mb_WHr_I;modbus:1_mb_WHr_I;zigbee:11_zd_WHr_I;zigbee:11_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:12_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:30_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:33_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:4_zd_WHr_I;zigbee:31_zd_WHr_I;zigbee:31_zd_WHr_I
2025/10/02 11:40:00;NaN;NaN;9076;NaN;28147;4366;0;NaN;NaN;NaN;188217;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48730;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;452146;565695;0;1359995;36531;162419;87202;619527;81111;169063;;;;;9502;41561;;;;
2025/10/02 11:50:00;NaN;NaN;9077;NaN;28147;4378;0;NaN;NaN;NaN;188284;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48815;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;452695;565879;0;1360658;36693;162478;87202;620268;81238;169063;;;;;9502;41577;;;;
2025/10/02 12:00:00;NaN;NaN;9079;NaN;28147;4390;0;NaN;NaN;NaN;188373;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48900;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;453135;566067;0;1361337;36784;162549;87202;621002;81405;169063;;;;;9502;41589;;;;
2025/10/02 12:10:00;NaN;NaN;9080;NaN;28147;4402;0;NaN;NaN;NaN;188439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;48985;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;453816;566298;0;1361793;36969;162617;87203;621489;81531;169063;;;;;9502;41601;;;;
2025/10/02 12:20:00;NaN;NaN;9082;NaN;28147;4414;0;NaN;NaN;NaN;188504;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49071;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;454315;566470;0;1361854;37137;162665;87203;621549;81658;169063;;;;;9502;41621;;;;
2025/10/02 12:30:00;NaN;NaN;9083;NaN;28147;4435;0;NaN;NaN;NaN;188594;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49156;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;454811;566661;0;1362814;37254;162733;87203;622642;81827;169063;;;;;9502;41628;;;;
2025/10/02 12:40:00;NaN;NaN;9085;NaN;28147;4460;0;NaN;NaN;NaN;188661;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49241;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;455497;566900;0;1363776;37466;162821;87203;623736;81953;169063;;;;;9503;41636;;;;
2025/10/02 12:50:00;NaN;NaN;9086;NaN;28147;4472;0;NaN;NaN;NaN;188728;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49326;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;455948;567076;0;1364734;37557;162897;87203;624828;82080;169063;;;;;9503;41643;;;;
2025/10/02 13:00:00;NaN;NaN;9088;NaN;28147;4487;0;NaN;NaN;NaN;188817;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49411;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;456466;567256;0;1365690;37721;162957;87203;625916;82246;169063;;;;;9503;41646;;;;
2025/10/02 13:10:00;NaN;NaN;9090;NaN;28147;4503;0;NaN;NaN;NaN;188883;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49497;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;457091;567497;0;1366644;37891;163036;87203;627005;82372;169063;;;;;9503;41650;;;;
2025/10/02 13:20:00;NaN;NaN;9091;NaN;28147;4519;0;NaN;NaN;NaN;188948;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49582;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;457536;567674;0;1367596;38030;163097;87203;628096;82499;169063;;;;;9503;41655;;;;
2025/10/02 13:30:00;NaN;NaN;9093;NaN;28147;4533;0;NaN;NaN;NaN;189036;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49667;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;458029;567850;0;1368583;38228;163154;87203;629191;82668;169063;;;;;9503;41660;;;;
2025/10/02 13:40:00;NaN;NaN;9094;NaN;28147;4547;0;NaN;NaN;NaN;189102;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49752;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;458599;568091;0;1369540;38371;163247;87203;630277;82794;169063;;;;;9503;41664;;;;
2025/10/02 13:50:00;NaN;NaN;9096;NaN;28147;4561;0;NaN;NaN;NaN;189169;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49838;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;459093;568268;0;1370491;38536;163301;87203;631365;82917;169063;;;;;9503;41671;;;;
2025/10/02 14:00:00;NaN;NaN;9097;NaN;28147;4573;0;NaN;NaN;NaN;189259;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49923;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;459480;568444;0;1371442;38625;163375;87203;632449;83082;169063;;;;;9503;41675;;;;
2025/10/02 14:10:00;NaN;NaN;9099;NaN;28147;4586;0;NaN;NaN;NaN;189328;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50008;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;460108;568685;0;1372394;38824;163442;87203;633538;83208;169063;;;;;9503;41679;;;;
2025/10/02 14:20:00;NaN;NaN;9101;NaN;28147;4598;0;NaN;NaN;NaN;189398;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50093;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;460519;568861;0;1373353;38959;163497;87203;634642;83331;169063;;;;;9503;41690;;;;
2025/10/02 14:30:00;NaN;NaN;9102;NaN;28147;4611;0;NaN;NaN;NaN;189498;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50179;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;460949;569040;0;1374305;39102;163560;87203;635736;83501;169063;;;;;9504;41699;;;;
2025/10/02 14:40:00;NaN;NaN;9104;NaN;28147;4624;0;NaN;NaN;NaN;189572;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50264;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;461596;569282;0;1375258;39277;163656;87203;636828;83586;169063;;;;;9504;41707;;;;
2025/10/02 14:50:00;NaN;NaN;9105;NaN;28147;4636;0;NaN;NaN;NaN;189645;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50349;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;462195;569458;0;1376219;39277;163763;87203;637923;83759;169068;;;;;9504;41719;;;;
2025/10/02 15:00:00;NaN;NaN;9107;NaN;28147;4649;0;NaN;NaN;NaN;189748;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50434;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;462852;569639;0;1377187;39512;163799;87203;639017;83919;169068;;;;;9504;41728;;;;
2025/10/02 15:10:00;NaN;NaN;9108;NaN;28147;4662;0;NaN;NaN;NaN;189864;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50519;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;463507;569874;0;1378156;39773;163842;87203;640115;84008;169096;;;;;9504;41736;;;;
2025/10/02 15:20:00;NaN;NaN;9110;NaN;28147;4675;0;NaN;NaN;NaN;189956;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50604;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;463924;570051;0;1379125;39929;163896;87203;641211;84117;169105;;;;;9504;41748;;;;
2025/10/02 15:30:00;NaN;NaN;9111;NaN;28147;4688;0;NaN;NaN;NaN;190058;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50689;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;464274;570234;0;1380094;40047;163951;87203;642318;84286;169108;;;;;9504;41756;;;;
2025/10/02 15:40:00;NaN;NaN;9112;NaN;28147;4701;0;NaN;NaN;NaN;190155;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50774;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;464745;570467;0;1381061;40189;164036;87203;643417;84351;169124;;;;;9504;41765;;;;
2025/10/02 15:50:00;NaN;NaN;9114;NaN;28147;4714;0;NaN;NaN;NaN;190240;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50859;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;465116;570643;0;1382030;40301;164097;87203;644513;84505;169136;;;;;9504;41776;;;;
2025/10/02 16:00:00;NaN;NaN;9116;NaN;28147;4727;0;NaN;NaN;NaN;190359;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;50944;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;465589;570844;0;1382999;40500;164149;87203;645614;84652;169147;;;;;9506;41781;;;;
2025/10/02 16:10:00;NaN;NaN;9117;NaN;28147;4740;0;NaN;NaN;NaN;190435;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51029;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;466126;571090;0;1383990;40710;164233;87203;646737;84777;169150;;;;;9507;41787;;;;
2025/10/02 16:20:00;NaN;NaN;9119;NaN;28147;4753;0;NaN;NaN;NaN;190528;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51114;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;466452;571256;0;1384995;40800;164302;87203;647877;84890;169164;;;;;9508;41792;;;;
2025/10/02 16:30:00;NaN;NaN;9120;NaN;28147;4766;0;NaN;NaN;NaN;190609;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51199;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;466878;571406;0;1385989;40986;164350;87203;649002;85055;169166;;;;;9508;41795;;;;
2025/10/02 16:40:00;NaN;NaN;9122;NaN;28147;4779;0;NaN;NaN;NaN;190718;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51284;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;467328;571624;0;1386959;41113;164443;87203;650106;85144;169180;;;;;9509;41798;;;;
2025/10/02 16:50:00;NaN;NaN;9123;NaN;28147;4792;0;NaN;NaN;NaN;190799;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51369;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;467777;571789;0;1387897;41301;164485;87203;651164;85290;169180;;;;;9509;41800;;;;
2025/10/02 17:00:00;NaN;NaN;9125;NaN;28147;4805;0;NaN;NaN;NaN;190893;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51454;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;468129;571939;0;1388833;41401;164554;87203;652226;85465;169180;;;;;9509;41803;;;;
2025/10/02 17:10:00;NaN;NaN;9126;NaN;28147;4817;0;NaN;NaN;NaN;190964;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51540;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;468547;572171;0;1389794;41616;164639;87203;653320;85595;169180;;;;;9512;41804;;;;
2025/10/02 17:20:00;NaN;NaN;9128;NaN;28147;4830;0;NaN;NaN;NaN;191030;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51625;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;469046;572358;0;1390764;41757;164694;87203;654426;85721;169180;;;;;9515;41806;;;;
2025/10/02 17:30:00;NaN;NaN;9130;NaN;28147;4843;0;NaN;NaN;NaN;191119;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51710;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;469413;572538;0;1391734;41861;164762;87203;655536;85890;169180;;;;;9518;41810;;;;
2025/10/02 17:40:00;NaN;NaN;9131;NaN;28147;4858;0;NaN;NaN;NaN;191185;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51795;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;469958;572768;0;1392704;42075;164837;87203;656654;86017;169180;;;;;9518;41813;;;;
2025/10/02 17:50:00;NaN;NaN;9133;NaN;28147;4875;0;NaN;NaN;NaN;191252;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51880;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;470286;573005;0;1393676;42163;164910;87203;657780;86145;169180;;;;;9526;41813;;;;
2025/10/02 18:00:00;NaN;NaN;9134;NaN;28147;4890;0;NaN;NaN;NaN;191341;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;51965;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;470702;573230;0;1394646;42336;164962;87203;658899;86317;169180;;;;;9535;41813;;;;
2025/10/02 18:10:00;NaN;NaN;9136;NaN;28147;4905;0;NaN;NaN;NaN;191410;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52050;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;471159;573569;0;1395620;42465;165055;87203;660012;86450;169180;;;;;9545;41813;;;;
2025/10/02 18:20:00;NaN;NaN;9137;NaN;28147;4919;0;NaN;NaN;NaN;191477;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52136;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;471567;573843;0;1396590;42628;165095;87203;661120;86580;169180;;;;;9560;41813;;;;
2025/10/02 18:30:00;NaN;NaN;9139;NaN;28147;4925;0;NaN;NaN;NaN;191567;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52221;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;471905;574056;0;1397561;42726;165160;87203;662228;86746;169180;;;;;9561;41814;;;;
2025/10/02 18:40:00;NaN;NaN;9140;NaN;28147;4925;0;NaN;NaN;NaN;191634;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52284;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;472420;574369;0;1398536;42906;165248;87203;663349;86868;169180;;;;;9563;41816;;;;
2025/10/02 18:50:00;NaN;NaN;9142;NaN;28147;4925;0;NaN;NaN;NaN;191700;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52284;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;472673;574601;0;1399508;42989;165320;87203;664464;86993;169180;;;;;9563;41821;;;;
2025/10/02 19:00:00;NaN;NaN;9143;NaN;28147;4925;0;NaN;NaN;NaN;191789;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52476;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;473495;574820;0;1400484;43047;165400;87203;665575;87162;169180;;;;;9563;41825;;;;
2025/10/02 19:10:00;NaN;NaN;9145;NaN;28147;4925;0;NaN;NaN;NaN;191860;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52540;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;474348;575129;0;1401459;43382;165438;87203;666683;87292;169180;;;;;9563;41828;;;;
2025/10/02 19:20:00;NaN;NaN;9146;NaN;28147;4925;0;NaN;NaN;NaN;191929;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52648;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;474775;575375;0;1402434;43522;165488;87203;667782;87413;169180;;;;;9566;41830;;;;
2025/10/02 19:30:00;NaN;NaN;9147;NaN;28147;4925;0;NaN;NaN;NaN;192023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52722;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;475168;575594;0;1403406;43696;165536;87203;668880;87572;169180;;;;;9566;41832;;;;
2025/10/02 19:40:00;NaN;NaN;9149;NaN;28147;4925;0;NaN;NaN;NaN;192093;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52818;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;475685;575888;0;1404379;43860;165620;87203;669984;87691;169180;;;;;9566;41834;;;;
2025/10/02 19:50:00;NaN;NaN;9150;NaN;28147;4925;0;NaN;NaN;NaN;192164;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52903;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;476117;576158;0;1405348;44026;165680;87203;671079;87811;169180;;;;;9570;41835;;;;
2025/10/02 20:00:00;NaN;NaN;9152;NaN;28147;4925;0;NaN;NaN;NaN;192263;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;52989;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;476441;576389;0;1406315;44119;165744;87203;672169;87958;169180;;;;;9573;41835;;;;
2025/10/02 20:10:00;NaN;NaN;9153;NaN;28147;4925;0;NaN;NaN;NaN;192334;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53075;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;476910;576680;0;1407286;44267;165827;87203;673260;88077;169180;;;;;9576;41835;;;;
2025/10/02 20:20:00;NaN;NaN;9155;NaN;28147;4925;0;NaN;NaN;NaN;192404;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53162;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;477293;576937;0;1408255;44389;165892;87203;674349;88200;169180;;;;;9585;41835;;;;
2025/10/02 20:30:00;NaN;NaN;9156;NaN;28147;4925;0;NaN;NaN;NaN;192497;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53249;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;477633;577153;0;1409225;44501;165956;87203;675443;88366;169180;;;;;9592;41835;;;;
2025/10/02 20:40:00;NaN;NaN;9158;NaN;28147;4925;0;NaN;NaN;NaN;192567;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53336;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;478217;577486;0;1410176;44730;166032;87203;676512;88448;169180;;;;;9594;41841;;;;
2025/10/02 20:50:00;NaN;NaN;9159;NaN;28147;4925;0;NaN;NaN;NaN;192636;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53412;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;478630;577775;0;1411123;44900;166075;87203;677570;88573;169180;;;;;9595;41846;;;;
2025/10/02 21:00:00;NaN;NaN;9161;NaN;28147;4925;0;NaN;NaN;NaN;192731;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53510;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;478999;578042;0;1412094;45022;166138;87203;678665;88785;169180;;;;;9595;41851;;;;
2025/10/02 21:10:00;NaN;NaN;9163;NaN;28147;4925;0;NaN;NaN;NaN;192820;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53597;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;479542;578398;0;1413065;45242;166221;87203;679766;88903;169180;;;;;9597;41854;;;;
2025/10/02 21:20:00;NaN;NaN;9164;NaN;28147;4925;0;NaN;NaN;NaN;192918;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53684;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;479891;578723;0;1414037;45329;166294;87203;680876;89035;169180;;;;;9603;41857;;;;
2025/10/02 21:30:00;NaN;NaN;9166;NaN;28147;4925;0;NaN;NaN;NaN;193047;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53771;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;480299;579018;0;1415010;45488;166350;87203;681993;89211;169180;;;;;9607;41859;;;;
2025/10/02 21:40:00;NaN;NaN;9167;NaN;28147;4925;0;NaN;NaN;NaN;193143;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53858;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;480761;579396;0;1415963;45625;166440;87203;683082;89335;169180;;;;;9612;41862;;;;
2025/10/02 21:50:00;NaN;NaN;9169;NaN;28147;4925;0;NaN;NaN;NaN;193239;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53944;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;481176;579669;0;1416981;45809;166482;87203;684250;89459;169180;;;;;9612;41866;;;;
2025/10/02 22:00:00;NaN;NaN;9170;NaN;28147;4925;0;NaN;NaN;NaN;193371;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54029;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;481546;579987;0;1417997;45925;166546;87203;685410;89611;169183;;;;;9618;41869;;;;
2025/10/02 22:10:00;NaN;NaN;9172;NaN;28147;4925;0;NaN;NaN;NaN;193524;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54114;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;482078;580305;0;1419019;46138;166625;87203;686537;89650;169252;;;;;9619;41877;;;;
2025/10/02 22:20:00;NaN;NaN;9174;NaN;28147;4925;0;NaN;NaN;NaN;193666;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;482431;580577;0;1420033;46230;166698;87203;687657;89727;169290;;;;;9619;41893;;;;
2025/10/02 22:30:00;NaN;NaN;9175;NaN;28147;4925;0;NaN;NaN;NaN;193894;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;482840;580849;0;1421061;46392;166754;87203;688762;89769;169370;;;;;9619;41910;;;;
2025/10/02 22:40:00;NaN;NaN;9177;NaN;28147;4925;0;NaN;NaN;NaN;194015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;483322;581190;0;1422120;46563;166829;87203;689840;89870;169386;;;;;9619;41926;;;;
2025/10/02 22:50:00;NaN;NaN;9178;NaN;28147;4925;0;NaN;NaN;NaN;194141;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;483701;581462;0;1423234;46677;166893;87203;690929;89994;169387;;;;;9619;41947;;;;
2025/10/02 23:00:00;NaN;NaN;9180;NaN;28147;4927;0;NaN;NaN;NaN;194291;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;484146;581734;0;1424351;46746;166969;87203;692066;90167;169393;;;;;9619;41961;;;;
2025/10/02 23:10:00;NaN;NaN;9181;NaN;28147;4927;0;NaN;NaN;NaN;194401;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;484961;582076;0;1425443;46824;167081;87203;693227;90291;169421;;;;;9619;41976;;;;
2025/10/02 23:20:00;NaN;NaN;9183;NaN;28147;4927;0;NaN;NaN;NaN;194582;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;485643;582347;0;1426558;47180;167081;87203;694326;90333;169445;;;;;9619;41997;;;;
2025/10/02 23:30:00;NaN;NaN;9184;NaN;28147;4927;0;NaN;NaN;NaN;194741;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;486045;582608;0;1427654;47301;167138;87203;695436;90517;169450;;;;;9619;42013;;;;
2025/10/02 23:40:00;NaN;NaN;9186;NaN;28147;4927;0;NaN;NaN;NaN;194934;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;486613;582960;0;1428687;47529;167187;87203;696637;90550;169519;;;;;9619;42029;;;;
2025/10/02 23:50:00;NaN;NaN;9187;NaN;28147;4927;0;NaN;NaN;NaN;195097;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;486977;583232;0;1429716;47628;167257;87203;697834;90626;169578;;;;;9619;42050;;;;
2025/10/03 00:00:00;NaN;NaN;9189;NaN;28147;4927;0;NaN;NaN;NaN;195329;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;487381;583487;0;1430780;47780;167306;87203;698975;90708;169609;;;;;9619;42068;;;;
2025/10/03 00:10:00;NaN;NaN;9190;NaN;28147;4927;0;NaN;NaN;NaN;195544;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54144;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;487828;583845;0;1431833;47902;167399;87203;700099;90763;169738;;;;;9620;42085;;;;
